IDP1,PupaeSum,NumCriaderos,PupaeIndex,Illiteracy,Unemployment,Overcrowding,LarvaePresence,NumChildren,NumAdults,InterruptFreq,InterruptDurHrs,TrashCollectPerWk,LargeSolidColl,SewerConn,FumigLWs,AbateLWs,BiolarvLWs,CanopyUse,ProtectMesh,BreedingSites,VolCriadero,OutsideLocation,DirtyWater,WaterVol,week0,week1,week2
28004,4,1,4,5.437672529,7.312173901,3.149689941,1,2,4,0,0,1,1,0.55,0,0.6,1,0,0.24,0.595,0,1,0,68,0,0,1.519896644
48107,4,2,2,5.437672529,7.312173901,3.149689941,1,2,3,0,0,4,1,0,1,1,0,1,0,1,13375,1,0,2,0.152180617,0,0.25
48139,2,1,2,5.437672529,7.312173901,3.149689941,1,2,2,0,0,3,1,1,0,1,0,0,0,1,121000,1,0,1,0,0.152180617,0
48095,4,2,2,5.437672529,7.312173901,3.149689941,1,0,2,0,0,3,1,0,1,1,0,1,0,0,288,1,1,2,0.152180617,0,0.25
48175,6,1,6,5.437672529,7.312173901,3.149689941,1,2,8,1,10,4,0,0,0,1,0,1,0,1,2000,0,1,1,0,0.152180617,0
7709,3,1,3,8.013242908,8.228766367,3.975498842,1,0,2,0,4.3,3.295,0.986,0,1,0,1,1,0,1,133100,1,0,1,8.37120826,0,0
7737,1,1,1,8.013242908,8.228766367,3.975498842,1,1,2,1,7,3,1,0,0,0,1,1,0,1,1658944,1,1,1,8.37120826,0,0
14457,9,1,9,8.013242908,8.228766367,3.975498842,1,0,1,1,12,3,1,0,0,0,1,1,0,1,111012,1,0,1,8.37120826,0,0
7707,5,1,5,8.013242908,8.228766367,3.975498842,1,1,4,1,6,4,1,0,1,0,1,1,1,1,840,1,1,1,8.37120826,0,0
7705,4,1,4,8.013242908,8.228766367,3.975498842,1,0,3,1,6,4,1,0,0,0,1,1,0,1,441,1,1,1,8.37120826,0,0
7700,3,1,3,8.013242908,8.228766367,3.975498842,1,0,4,1,12,3,1,0,0,0,1,1,0,1,256,0.606666667,0,1,8.37120826,0,0
7739,1,1,1,8.013242908,8.228766367,3.975498842,1,1,5,1,6,3,1,0,0,0,1,1,0,1,134848,1,0,1,8.37120826,0,0
14749,4,1,4,8.013242908,8.228766367,3.975498842,1,1,3,1,12,3,1,0,0,0,0,1,0,1,242208,0,0,1,8.37120826,0,0
7778,10,2,5,8.013242908,8.228766367,3.975498842,1,0,2,0,12,3,1,0,1,0,1,1,0,1,6781,1,1,2,8.37120826,0,0
14695,8,1,8,8.013242908,8.228766367,3.975498842,1,3,4,1,12,4,1,0,1,0,1,1,0,1,75088,1,0,1,8.37120826,0,0
14717,11,1,11,8.013242908,8.228766367,3.975498842,0.948,1,3,1,12,4,1,0,0,0,1,1,0,1,3300,1,1,1,8.37120826,0,0
7730,24,1,24,8.013242908,8.228766367,3.975498842,1,0,4,1,6,2,0,0,0.225357143,0,1,1,0,1,2700,1,0,1,8.37120826,0,0
7723,29,1,29,8.013242908,8.228766367,3.975498842,1,0,2,1,12,3,1,0,0,1,1,1,1,0,42250,1,1,1,8.37120826,0,0
14671,32,1,32,8.013242908,8.228766367,3.975498842,0.854666667,3,3,1,6,3,1,0,0,0,0,1,0,1,33640,1,0.3525,1,8.37120826,0,0
7719,3,1,3,8.013242908,8.228766367,3.975498842,1,2,5,0,0,3,1,0,0,0,0,1,0,1,181500,1,0,1,8.37120826,0,0
7714,6,1,6,8.013242908,8.228766367,3.975498842,1,0,6,1,6,4,0.99,0,0,0,1,1,0,1,40560,1,0,1,8.37120826,0,0
14490,24,1,24,8.013242908,8.228766367,3.975498842,0,1,2,1,6,3,1,0,0,0,1,1,0,1,53824,1,0,1,8.37120826,0,0
7711,3,1,3,8.013242908,8.228766367,3.975498842,1,0,4,1,6,3,1,0,0,0,1,1,0,1,19494,1,0.253611111,1,8.37120826,0,0
14509,6,1,6,8.013242908,8.228766367,3.975498842,1,0,5,1,12,3,1,0,0,0,1,1,0,1,486,0,1,1,8.37120826,0,0
7716,8,1,8,8.013242908,8.228766367,3.975498842,1,0,3,1,9.47,7,1,0,0,0,1,1,1,1,6050,0,1,1,8.37120826,0,0
14570,16,1,16,8.013242908,8.228766367,3.975498842,1,1,6,1,12,4,1,0,0,0,1,1,0,1,17920,1,0,1,8.37120826,0,0
7155,12,1,12,4.263496101,8.422248637,4.015000105,0,2,3,0,0,3,1,1,0,0,0,0,0,0,0,0,0,146,26.05000019,11.57499981,15.625
7097,1,1,1,4.263496101,8.422248637,4.015000105,1,1,2,0,0,3,0,0,0,0,0,0,0,0,6000,1,0,1,26.05000019,11.57499981,15.625
7261,14,1,14,4.263496101,8.422248637,4.015000105,1,2,2,0,0,3,1,0,0,0,0,0,0,0,7800,1,0,1,26.05000019,11.57499981,15.625
7087,9,1,9,4.263496101,8.422248637,4.015000105,1,1,7,0,0,3,1,0,1,0,0,0,0,0,0,0,0,146,26.05000019,11.57499981,15.625
7082,36,1,36,4.263496101,8.422248637,4.015000105,1,0,4,0,0,3,0,0,0,1,0,0,0,0,3600,1,0,1,26.05000019,11.57499981,15.625
7158,5,1,5,4.263496101,8.422248637,4.015000105,1,8,12,0,0,3,1,0,0,0,0,0,0,0,500,1,0,118,26.05000019,11.57499981,15.625
7264,7,1,7,4.263496101,8.422248637,4.015000105,1,2,2,0,0,3,1,0,0,0,0,0,0,0,300,1,0,14,26.05000019,11.57499981,15.625
7291,28,1,28,4.263496101,8.422248637,4.015000105,1,5,4,0,0,3,1,0,0,0,0,0,0,0,6000,1,1,124,26.05000019,11.57499981,15.625
7160,13,1,13,4.263496101,8.422248637,4.015000105,1,0,3,0,0,3,1,1,0,0,0,0,0,0,5000,1,0,119,26.05000019,11.57499981,15.625
7050,2,1,2,4.263496101,8.422248637,4.015000105,1,2.127416667,5,0,0,3,1,1,0,0,1,0,0,0,0,1,0,96,26.05000019,11.57499981,15.625
7136,3,1,3,4.263496101,8.422248637,4.015000105,1,2.520083333,3,0,0,3,0,1,0,0,0,0,0,0,300,1,0,14,26.05000019,11.57499981,15.625
7122,25,2,12,4.263496101,8.422248637,4.015000105,1,3,2,0,0,3,0,0,0,0,0,0,0,0,5400,1,0,2,26.05000019,11.57499981,15.625
7110,7,1,7,4.263496101,8.422248637,4.015000105,1,1,1,0,0,3,0,0,0,0,0,0,0,0,3600,1,1,1,26.05000019,11.57499981,15.625
7094,23,1,23,4.263496101,8.422248637,4.015000105,1,2,2,0,0,3,1,0,0,0,0,0,0,0,2000,1,0,64,26.05000019,11.57499981,15.625
7238,12,3,4,4.263496101,8.422248637,4.015000105,1,2.57825,4,0,0,3,1,0,0,0,0,0,0,0,2783.333333,1,0,156,26.05000019,11.57499981,15.625
7137,11,1,11,4.263496101,8.422248637,4.015000105,1,3,3,0,0,3,0,1,0,1,0,0,0,0,3000,1,0,1,26.05000019,11.57499981,15.625
7275,64,2,32,4.263496101,8.422248637,4.015000105,1,2.557583333,4,0,0,3,1,0,0,0,0,0,0,0,2600,1,0,128,26.05000019,11.57499981,15.625
7139,6,1,6,4.263496101,8.422248637,4.015000105,1,4,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,146,26.05000019,11.57499981,15.625
7246,3,1,3,4.263496101,8.422248637,4.015000105,1,4,4,0,0,3,1,0,0,0,0,0,0,0,600,1,0,146,26.05000019,11.57499981,15.625
7223,7,1,7,4.263496101,8.422248637,4.015000105,1,3.205416667,2,0,0,3,1,0,0,0,0,0,0,0,8064000,1,0,146,26.05000019,11.57499981,15.625
7149,11,1,11,4.263496101,8.422248637,4.015000105,1,0,2,0,0,3,0,0,1,0,0,0,0,0,3600,1,0,1,26.05000019,11.57499981,15.625
7172,14,2,7,4.263496101,8.422248637,4.015000105,1,6,9,0,0,3,1,0,0,0,0,0,0,0,350,1,0,130,26.05000019,11.57499981,15.625
7128,13,1,13,4.263496101,8.422248637,4.015000105,1,0,1,0,0,3,1,1,1,0,0,0,0,0,300,1,1,146,26.05000019,11.57499981,15.625
7194,67,8,8,4.263496101,8.422248637,4.015000105,1,1,4,0,0,3,0,0,0,0,0,0,0,0,975,1,0,675,26.05000019,11.57499981,15.625
7147,5,2,2,4.263496101,8.422248637,4.015000105,1,2.452154762,4,0,0,3,0,0,1,0,0,0,0,0,100,1,0,14,26.05000019,11.57499981,15.625
7189,15,1,15,4.263496101,8.422248637,4.015000105,1,1,4,0,0,3,0,0,1,0,1,0,0,0,2000,1,0,64,26.05000019,11.57499981,15.625
7266,10,1,10,4.263496101,8.422248637,4.015000105,1,2.565916667,2,0,0,3,1,0,0,0,0,0,0,0,700,1,0,130,26.05000019,11.57499981,15.625
4550,7,1,7,4.176042988,9.860574103,3.005641699,1,3,10,0,0,3,1,0,0,1,1,1,0,0,200,1,0,68,2.136559693,0,0
41456,4,1,4,2.533354988,8.674750871,2.56435037,1,2,3,0,0,3,0,1,0,0,1,1,0,1,125,0,0,1,0.684661373,7.667626509,0
264,5,2,2,1.695354578,8.565442332,2.153185527,1,1.553333333,6,0,0,3,1,1,0,0,0,0,0,0,3.5,1,1,93,16.52715777,0.296036264,1.436614613
30547,2,1,2,1.978679579,8.018971479,2.13272235,0.94,0,4,0,0,3,1,0.94,0.17,0.265,0.88,0,0.68,0.423333333,0,0.93,0.39,1,9.061926923,0,0.200000003
30295,2,1,2,1.978679579,8.018971479,2.13272235,1,4,12,0,0,3,1,0.888333333,0.32,0.35,0.82,0,0.57,0.435,0,1,0,108,9.061926923,0,0.200000003
30537,12,3,4,1.978679579,8.018971479,2.13272235,1,1,2,0,0,3,1,0.856666667,0.29,0.385,0.86,0,0.55,0.438333333,0,1,1,36,9.061926923,0,0.200000003
30243,9,2,4,1.978679579,8.018971479,2.13272235,1,3,4,0,0,3,1,0.916666667,0.26,0.345,0.86,0,0.53,0.445,0,1,1,13,9.061926923,0,0.200000003
30419,26,3,9,1.978679579,8.018971479,2.13272235,1,3,7,0,0,3,1,0.91,0.27,0.293636364,0.83,0,0.46,0.415,0,0.98,0.73,3,9.061926923,0,0.200000003
30471,31,2,16,1.978679579,8.018971479,2.13272235,1,1,2,0,4.6,0,1,0.82,0.26,0.21,0.67,0,0.47,0.733333333,36000,1,0,2,9.061926923,0,0.200000003
30812,3,1,3,1.978679579,8.018971479,2.13272235,1,2,3,0,0,3,1,0.878333333,0.24,0.29,0.88,0,0.57,0.375,0,1,1,116,9.061926923,0,0.200000003
30783,13,1,13,1.978679579,8.018971479,2.13272235,1,1.221666667,3.970238095,0,0,2.9,0.99,0.92,0.21,0.29,0.88,0,0.598,0.428333333,0,0.96,0.4225,1,9.061926923,0,0.200000003
30502,11,1,11,1.978679579,8.018971479,2.13272235,1,5,11,0,0,3,1,0.858333333,0.25,0.375,0.83,0,0.578,0.425,0,1,1,92,9.061926923,0,0.200000003
30298,30,1,30,1.978679579,8.018971479,2.13272235,1,0,2,0,0,3,1,0.851666667,0.31,0.353636364,0.84,0,0.5,0.47,0,1,1,96,9.061926923,0,0.200000003
30743,26,1,26,1.978679579,8.018971479,2.13272235,1,0,3,0,0,3,1,0.851666667,0.25,0.353636364,0.87,0,0.53,0.473333333,0,0,0,68,9.061926923,0,0.200000003
30261,10,1,10,1.978679579,8.018971479,2.13272235,1,2,4,0,0,3,1,0.916666667,0.15,0.305,0.87,0,0.598,0.465,0,1,0,7,9.061926923,0,0.200000003
30303,4,1,4,1.978679579,8.018971479,2.13272235,1,2,6,0,0,3,1,0.916666667,0.2,0.3,0.89,0,0.57,0.385,0,1,1,7,9.061926923,0,0.200000003
30703,82,4,20,1.978679579,8.018971479,2.13272235,1,3,3,0,0,3,1,0.831666667,0.31,0.353636364,0.78,0,0.44,0.44,0,1,1,143,9.061926923,0,0.200000003
30173,44,2,22,1.978679579,8.018971479,2.13272235,1,4,2,0,0,3,1,0.861666667,0.26,0.333636364,0.79,0,0.43,0.47,0,1,1,128,9.061926923,0,0.200000003
30377,2,1,2,1.978679579,8.018971479,2.13272235,1,3,2,0,0,3,1,0.846666667,0.215,0.375,0.91,0,0.54,0.485,0,1,0,30,9.061926923,0,0.200000003
30415,4,1,4,1.978679579,8.018971479,2.13272235,0,5,2,0,0,3,1,0.846666667,0.23,0.365,0.9,0,0.57,0.535,0,1,0,30,9.061926923,0,0.200000003
30702,2,1,2,1.978679579,8.018971479,2.13272235,1,1,4,0,0,3,1,0.878333333,0.22,0.31,0.88,0,0.58,0.405,0,1,1,104,9.061926923,0,0.200000003
30554,9,3,3,1.978679579,8.018971479,2.13272235,1,1,3,0,0,3,1,0.886666667,0.23,0.355,0.81,0,0.56,0.383333333,0,1,0,26,9.061926923,0,0.200000003
30367,16,1,16,1.978679579,8.018971479,2.13272235,1,0,3,0,0,3,1,0.92,0.16,0.32,0.84,0,0.658,0.433333333,0,1,0,1,9.061926923,0,0.200000003
30650,22,1,22,1.978679579,8.018971479,2.13272235,1,0,4,0,0,3,1,0.88,0.17,0.353636364,0.88,0,0.58,0.473333333,0,1,0,30,9.061926923,0,0.200000003
2134,2,1,2,1.301780895,6.916946719,1.933401554,1,0,4,0,0,3,1,1,0,0,0,0,0,1,200,1,0,68,20.70281089,0.575034103,10.74231524
2036,12,2,6,1.301780895,6.916946719,1.933401554,1,0,1,0,0,3,1,1,0,0,1,0,0,1,3,1,1,65,20.70281089,0.575034103,10.74231524
2177,5,1,5,1.301780895,6.916946719,1.933401554,1,0,2,0,0,3,1,1,0,0,1,0,1,1,3,1,0,92,20.70281089,0.575034103,10.74231524
2061,1,1,1,1.301780895,6.916946719,1.933401554,1,0,1,0,0,3,1,1,0,0,0,0,0,1,0,1,1,1,20.70281089,0.575034103,10.74231524
2024,3,1,3,1.301780895,6.916946719,1.933401554,1,0,4,0,0,3,1,1,0,0,1,0,0,1,2,1,0,64,20.70281089,0.575034103,10.74231524
2007,3,1,3,1.301780895,6.916946719,1.933401554,1,0,2,0,0,3,1,1,0,0,1,0,0,1,2,1,1,64,20.70281089,0.575034103,10.74231524
2183,25,1,25,1.301780895,6.916946719,1.933401554,1,2,2,0,0,3,1,1,0,0,1,0,0,1,2,1,1,64,20.70281089,0.575034103,10.74231524
2096,12,1,12,1.301780895,6.916946719,1.933401554,1,1,3,0,0,3,0,0,0,0,1,0,0,0,4,1,0,104,20.70281089,0.575034103,10.74231524
2008,5,1,5,1.301780895,6.916946719,1.933401554,1,1,3,0,0,3,1,1,0,0,1,0,1,0,250,1,1,1,20.70281089,0.575034103,10.74231524
47039,11,1,11,1.901861985,6.41329116,1.702531732,1,2,4,1,8,3,1,1,0,0,1,1,1,1,2700,1,1,1,0.213390913,0.989106346,4.214370995
25026,1,1,1,1.901861985,6.41329116,1.702531732,0.89,0,1,0,0.89,3,1,0.89,0,0,1,0,1,0.52,0,0.93,0.6,1,3.016194846,0.200000003,0
45861,3,1,3,1.901861985,6.41329116,1.702531732,1,2,9,0,0,3,1,1,1,0,1,1,1,1,72000,1,0,1,0.989106346,4.214370995,41.71034611
25069,9,2,4,1.901861985,6.41329116,1.702531732,0.896666667,1,7,0,1.47,3,1,0.836666667,0,0,1,0,1,0.38,0,0.89,0.41,117,3.016194846,0.200000003,0
24940,15,1,15,1.901861985,6.41329116,1.702531732,0.8575,4,4,0,1.12,3,1,0.88,0,0,1,0,1,0.62,0,1,0,1,3.016194846,0.200000003,0
45783,25,1,25,1.901861985,6.41329116,1.702531732,1,0,5,0,0,4,1,1,0,1,1,1,0,1,45000,1,0,1,0.989106346,4.214370995,41.71034611
45029,1,1,1,1.901861985,6.41329116,1.702531732,1,0,3,1,24,0,0,1,1,1,1,1,0,0,240,1,1,1,0.989106346,4.214370995,41.71034611
24947,1,1,1,1.901861985,6.41329116,1.702531732,1,2,5,0,1.01,3,1,0.896666667,0,0,1,0,1,0.48,0,1,1,20,3.016194846,0.200000003,0
45678,3,1,3,1.901861985,6.41329116,1.702531732,0,5,7,0,0,4,1,1,0,1,1,1,0,1,75000,1,0,1,41.71034611,16.61428815,6.680813527
47399,3,1,3,1.901861985,6.41329116,1.702531732,1,1,4,0,0,4,1,1,0,0,0,0,1,1,272250,1,0,1,0.633647172,0.213390913,0.989106346
45040,29,1,29,1.901861985,6.41329116,1.702531732,1,0,2,1,7,4,1,1,0,1,0,1,0,0,675,1,1,1,0.989106346,4.214370995,41.71034611
3216,5,1,5,2.892360806,11.11010494,2.733661963,1,1.837333333,1,0,0,3,1,1,0,0,1,1,0,1,58560,1,0,1,0,0.194617777,0
3234,32,1,32,2.892360806,11.11010494,2.733661963,1,4,6,0,0,3,1,1,0,0,1,1,0,1,10800,1,0,1,0,0.194617777,0
3240,2,1,2,2.892360806,11.11010494,2.733661963,1,1,6,0,0,3,1,1,0,0,1,1,0,1,24882,1,0,1,0,0.194617777,0
3209,2,1,2,2.892360806,11.11010494,2.733661963,1,1,2,0,0,3,1,1,0,0,1,1,0,1,181202,1,0,1,0,0.194617777,0
3165,14,2,7,2.892360806,11.11010494,2.733661963,1,6,8,0,0,3,1,1,0,0,1,1,0,1,70938,1,0,2,0,0.194617777,0
3325,11,2,6,2.892360806,11.11010494,2.733661963,1,6,7,0,0,3,1,1,0,0,1,1,0,1,157440,0,0,2,0,0.194617777,0
3362,2,1,2,2.892360806,11.11010494,2.733661963,1,8,4,0,0,3,1,1,0,0,1,1,0,1,323204,1,0,1,0,0.194617777,0
3312,10,1,10,2.892360806,11.11010494,2.733661963,1,5,2,0,0,3,1,1,0,0,1,1,1,1,3500,1,1,1,0,0.194617777,0
3186,1,1,1,2.892360806,11.11010494,2.733661963,1,1.529333333,1,0,0,3,1,1,0,0,1,1,0,1,2160,1,1,1,0,0.194617777,0
3166,4,1,4,2.892360806,11.11010494,2.733661963,1,1,6,0,0,3,1,1,0,0,1,1,1,1,13500,1,0,1,0,0.194617777,0
3179,1,1,1,2.892360806,11.11010494,2.733661963,1,1,3,0,0,3,1,0,0,0,1,0,0,1,147490,1,0,1,0,0.194617777,0
35509,21,1,21,1.501572103,8.947165559,2.053419081,1,0,4,0,0.43,3,1,1,0.661666667,0,0,0,0,0,0,1,1,141,36.10740975,8.917488313,8.579796621
35481,1,1,1,1.501572103,8.947165559,2.053419081,0.921666667,4,2,0,0.3,3,1,1,0,0,1,0,0,0,0,1,1,120,36.10740975,8.917488313,8.579796621
35355,1,1,1,1.501572103,8.947165559,2.053419081,1,3,5,0,0.67,3,1,1,1,0,0,0,0,0,0,1,0.526333333,117,36.10740975,8.917488313,8.579796621
35314,1,1,1,1.501572103,8.947165559,2.053419081,1,2,2,0,0.52,3,0.96,0.93,0,0,0,0,0,0,0,1,1,18,36.10740975,8.917488313,8.579796621
35453,3,1,3,1.501572103,8.947165559,2.053419081,1,1,3,0,0.55,3,1,1,1,0,0,0,0,0,0,1,1,5,36.10740975,8.917488313,8.579796621
35304,8,1,8,1.501572103,8.947165559,2.053419081,1,1,2,0,0.59,3,1,1,1,0.225,0,0,0,0,0,1,0,18,36.10740975,8.917488313,8.579796621
35516,10,2,5,1.501572103,8.947165559,2.053419081,0,1,6,0,0.57,3,1,1,1,1,0,0,0,0,0,1,0,52,36.10740975,8.917488313,8.579796621
35353,6,1,6,1.501572103,8.947165559,2.053419081,1,3,5,0,0.59,3,1,1,1,0,0,0,0,0,0,1,0,16,36.10740975,8.917488313,8.579796621
27963,6,1,6,4.434572911,8.680508148,2.195134649,1,4,3,0,0,3,1,0.614,0.11,1,0.79,0,0.46,0.447619048,0,0.904166667,0.18,23,0,0,0
27609,1,1,1,4.434572911,8.680508148,2.195134649,1,1,4,0,0,3,1,0.684,0,1,0.78,0,0.5,0.496666667,0,0.904166667,0.135,1,0,0,0
27905,40,3,13,4.434572911,8.680508148,2.195134649,1,2,6,0,0,3,1,0.624,0.23,0.673636364,0.74,0,0.44,0.443333333,0,1,0,3,0,0,0
8961,5,1,5,3.055765961,9.668662346,3.126133721,1,2,2,1,12,3,1,1,0,0,0,1,0,1,243670,0,0,1,0,0,0
8890,10,1,10,3.055765961,9.668662346,3.126133721,1,2,3,1,24,3,1,1,1,0,1,1,0,1,117740,1,0,1,0,0,0
9570,30,1,30,3.055765961,9.668662346,3.126133721,1,2,4,1,12,3,1,1,1,0,1,1,0,1,427128,1,1,1,0,0,0
9019,9,1,9,3.055765961,9.668662346,3.126133721,1,0,4,1,8,3,1,1,0,0,0,0,0,1,64980,0,0,1,0,0,0
8997,2,1,2,3.055765961,9.668662346,3.126133721,1,2,3,1,8,3,1,1,1,0,0,0,1,1,980,0,0,1,0,0,0
9503,10,1,10,3.055765961,9.668662346,3.126133721,1,0,5,1,12,3,1,1,1,0,1,1,0,1,297000,1,0,1,0,0,0
9235,1,1,1,3.055765961,9.668662346,3.126133721,1,0,5,1,12,3,1,1,0,0,1,1,0,1,99225,1,0,1,0,0,0
8846,12,1,12,3.055765961,9.668662346,3.126133721,1,0,4,1,24,3,1,1,0,0,1,0,0,1,99405,0,0,1,0,0,0
8791,23,1,23,3.055765961,9.668662346,3.126133721,1,2,1,0,6,3,1,0,0,0,1,0,0,1,181656,0,0,1,0,0,0
9448,2,1,2,3.055765961,9.668662346,3.126133721,1,1,4,1,24,3,0,1,0,0,1,1,0,0,243670,0,0,146,0,0,0
9436,2,2,1,3.055765961,9.668662346,3.126133721,1,1,2,1,8,3,1,0,0.265,0,0,0,0,1,50022.5,0,0,2,0,0,0
43109,18,1,18,4.512966733,12.04320283,2.330828128,1,1.4225,1,0,0,3,0,1,1,1,0,1,0,1,162500,1,0,1,1.362500012,0,17.7874999
2363,6,1,6,4.512966733,12.04320283,2.330828128,1,2,5,0,0,3,1,1,0,0,1,1,0,1,150,1,0,51,40.53923561,18.39161506,13.12246416
43110,17,1,17,4.512966733,12.04320283,2.330828128,1,3,4,0,0,3,0,1,1,1,0,1,1,1,800,0,1,1,1.362500012,0,17.7874999
43103,24,1,24,4.512966733,12.04320283,2.330828128,1,1.854761905,4,0,0,3,0,1,1,1,0,0.694,1,0,21,1,1,1,1.362500012,0,17.7874999
43114,3,1,3,4.512966733,12.04320283,2.330828128,1,1,2,0,0,3,0,1,0,1,0,1,1,1,75000,1,0.32,1,1.362500012,0,17.7874999
43111,39,1,39,4.512966733,12.04320283,2.330828128,1,1.52,1,0,0,3,0,1,1,1,0,0,0,1,2500,1,1,1,1.362500012,0,17.7874999
2245,2,1,2,4.512966733,12.04320283,2.330828128,1,1.577333333,3,0,0,3,1,1,0,0,1,1,0,1,200,1,1,68,40.53923561,18.39161506,13.12246416
43003,7,1,7,3.810821811,9.384671517,2.473238732,1,2,3,0,0,3,0,1,0,0,1,1,0,1,176000,0,1,1,12.75555547,0.399999999,9.588888804
42994,7,1,7,3.810821811,9.384671517,2.473238732,1,4,2,0,0,3,0,1,0,0,1,1,0,1,2250,1,1,1,12.75555547,0.399999999,9.588888804
42992,6,1,6,3.810821811,9.384671517,2.473238732,1,2,2,0,0,3,0,1,0,0,0,0,0,1,96000,0,0,1,12.75555547,0.399999999,9.588888804
43430,21,1,21,3.810821811,9.384671517,2.473238732,1,2,5,0,0,3,0,1,1,0,0,1,0,0,4500,0.766666667,1,1,7.32777781,0.59444444,0
43152,12,1,12,3.810821811,9.384671517,2.473238732,1,4,3,1,24,3,0,1,1,1,1,1,0.31,1,1250,0,1,1,12.75555547,0.399999999,9.588888804
43431,7,1,7,3.810821811,9.384671517,2.473238732,1,1.75,3,0,0,3,0.16,1,1,1,1,1,0,0,168000,0,0,1,7.32777781,0.59444444,0
42989,7,1,7,3.810821811,9.384671517,2.473238732,1,1,4,0,0,3,0,1,0,0,0,1,0,1,100,0,1,1,12.75555547,0.399999999,9.588888804
43125,12,1,12,3.810821811,9.384671517,2.473238732,1,1,5,0,0,3,1,0,0,0,1,1,0,1,1.00E+05,1,0,1,0.59444444,0,12.75555547
43009,30,1,30,3.810821811,9.384671517,2.473238732,1,1.888,3,0,0,3,0,1,1,0,1,1,0,1,600,1,0,1,12.75555547,0.399999999,9.588888804
43013,2,1,2,3.810821811,9.384671517,2.473238732,1,1,2,0,0,3,0,1,0,0,1,0.8,0,1,196,1,0.545,1,12.75555547,0.399999999,9.588888804
43094,2,1,2,3.810821811,9.384671517,2.473238732,1,1,2,0,0,3,0,1,1,1,1,1,1,1,0,1,0,1,7.32777781,0.59444444,0
43429,4,1,4,3.810821811,9.384671517,2.473238732,1,2.01,3,0,0,2,0,0,0,0,0,1,0,1,84000,1,1,1,7.32777781,0.59444444,0
43153,8,1,8,3.810821811,9.384671517,2.473238732,1,2.023333333,4,0,0,3,0,1,1,0,0,0,1,0.83,175000,1,0,1,12.75555547,0.399999999,9.588888804
43077,14,1,14,3.810821811,9.384671517,2.473238732,1,1,4,0,0,3,1,1,1,1,1,1,0,1,17500,1,1,1,7.32777781,0.59444444,0
43081,7,1,7,3.810821811,9.384671517,2.473238732,1,2,5,0,0,3,0,1,0,0,1,1,0,1,150000,0.73,0,1,7.32777781,0.59444444,0
43425,1,1,1,3.810821811,9.384671517,2.473238732,1,2.05,3,0,0,2,0,1,0,0,0,1,0,1,84000,1,1,1,7.32777781,0.59444444,0
43144,18,1,18,3.810821811,9.384671517,2.473238732,1,2,3,0,0,3,0,1,0,0,1,1,0,1,31500,1,0,1,0,12.75555547,0.399999999
43016,8,1,8,3.810821811,9.384671517,2.473238732,1,2,5,0,0,3,0,1,0,0,1,1,1,1,202500,1,0,1,12.75555547,0.399999999,9.588888804
43418,2,1,2,3.810821811,9.384671517,2.473238732,1,1.98,2,0,0,3,0,0,0,0,0,1,0,1,12000,0,1,1,7.32777781,0.59444444,0
29088,2,1,2,4.232146473,8.509082338,3.174999952,1,4,3,0,0.45,3,1,0.93,0,0,0.7,0,0.385,0.6,0,1,0,1,7.700000048,0.325000003,0
43686,4,1,4,4.232146473,8.509082338,3.174999952,1,2,3,0,0,3,0,1,0,1,0,1,0,1,2.00E+05,0.9,0,1,6.409153243,0.562754873,0
28866,3,1,3,4.232146473,8.509082338,3.174999952,0.8,0,3,0,1.11,3,1,0.93,1,0.21,0.685,0,0.46,0.46,0,0.94,0.03,146,7.700000048,0.325000003,0
28984,8,1,8,4.232146473,8.509082338,3.174999952,1,7,6,0,0.75,3,1,0.92,1,0.255,0.64,0,0.37,0.52,0,1,0,65,7.700000048,0.325000003,0
43644,21,2,10,4.232146473,8.509082338,3.174999952,1,2,5,0,0,3,0,1,1,1,0,1,0,1,3600,1,1,2,6.409153243,0.562754873,0
43642,1,1,1,4.232146473,8.509082338,3.174999952,1,5,6,0,0,3,0,1,0,1,0,1,0,1,1.00E+05,1,0,1,6.409153243,0.562754873,0
28981,2,1,2,4.232146473,8.509082338,3.174999952,1,1,2,0,0.99,3,1,0.88,1,0.19,0.755,0,0.5,0.57,0,1,0,92,7.700000048,0.325000003,0
43640,41,1,41,4.232146473,8.509082338,3.174999952,1,3,2,1,24,7,1,1,0,1,0,1,0,1,2400,1,1,1,6.409153243,0.562754873,0
43649,17,2,8,4.232146473,8.509082338,3.174999952,1,4,2,0,0,3,0,1,0,1,0,1,0,1,600,1,1,2,6.409153243,0.562754873,0
43440,14,1,14,4.232146473,8.509082338,3.174999952,1,1,3,0,0,3,0,1,0,1,0,1,0,1,175000,1,0,1,6.409153243,0.562754873,0
43441,33,1,33,4.232146473,8.509082338,3.174999952,1,2,4,0,0,3,0,1,0,1,0,1,0,1,0,0,0,1,6.409153243,0.562754873,0
43638,1,1,1,4.232146473,8.509082338,3.174999952,1,1,3,1,24,7,1,1,0,1,0,0,1,0,3025,1,0,1,6.409153243,0.562754873,0
29134,18,1,18,4.232146473,8.509082338,3.174999952,1,1,4,0,1.01,3,1,0.94,0,0,0.675,0,0.4,0.48,0,1,0,93,7.700000048,0.325000003,0
28836,21,2,10,4.232146473,8.509082338,3.174999952,1,1,4,0,1.05,3,1,0.92,0,0.043636364,0.645,0,0.38,0.47,0,1,0,93,7.700000048,0.325000003,0
