"","KEYSC","IDP1","PupaeSum","NumCriaderos","PupaeIndex","Date","CEpiWeek","Illiteracy","Unemployment","Overcrowding","LarvaePresence","NumChildren","NumAdults","InterruptFreq","InterruptDurHrs","TrashCollectPerWk","LargeSolidColl","SewerConn","FumigLWs","AbateLWs","BiolarvLWs","CanopyUse","ProtectMesh","BreedingSites","VolCriadero","OutsideLocation","DirtyWater","WaterVol","XCoord","YCoord","week0","week1","week2","week3","week4","week5"
"519","PARAISO DE LA FLOR 4 S04",14509,6,1,6,"2014-09-18",90,8.01324290750779,8.22876636696514,3.97549884249471,1,0,5,1,12,3,1,0,0,0,1,1,0,1,486,0,1,1,-79.95935,-2.09771,8.37120825987696,0,0,1.1336127528422,0,0.150265534724482
"521","PARAISO DE LA FLOR 4 S04",14570,16,1,16,"2014-09-18",90,8.01324290750779,8.22876636696514,3.97549884249471,1,1,6,1,12,4,1,0,0,0,1,1,0,1,17920,1,0,1,-79.95933,-2.09812,8.37120825987696,0,0,1.1336127528422,0,0.150265534724482
"522","PASCUALES 2 S02",7155,12,1,12,"2013-02-19",8,4.26349610062846,8.42224863710978,4.01500010490417,0,2,3,0,0,3,1,1,0,0,0,0,0,0,0,0,0,146,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625,0,0,0
"523","PASCUALES 2 S02",7097,1,1,1,"2013-02-18",8,4.26349610062846,8.42224863710978,4.01500010490417,1,1,2,0,0,3,0,0,0,0,0,0,0,0,6000,1,0,1,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625,0,0,0
"524","PASCUALES 2 S02",7261,14,1,14,"2013-02-20",8,4.26349610062846,8.42224863710978,4.01500010490417,1,2,2,0,0,3,1,0,0,0,0,0,0,0,7800,1,0,1,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625,0,0,0
"525","PASCUALES 2 S02",7087,9,1,9,"2013-02-18",8,4.26349610062846,8.42224863710978,4.01500010490417,1,1,7,0,0,3,1,0,1,0,0,0,0,0,0,0,0,146,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625,0,0,0
"526","PASCUALES 2 S02",7082,36,1,36,"2013-02-18",8,4.26349610062846,8.42224863710978,4.01500010490417,1,0,4,0,0,3,0,0,0,1,0,0,0,0,3600,1,0,1,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625,0,0,0
"527","PASCUALES 2 S02",7158,5,1,5,"2013-02-19",8,4.26349610062846,8.42224863710978,4.01500010490417,1,8,12,0,0,3,1,0,0,0,0,0,0,0,500,1,0,118,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625,0,0,0
"528","PASCUALES 2 S02",7264,7,1,7,"2013-02-20",8,4.26349610062846,8.42224863710978,4.01500010490417,1,2,2,0,0,3,1,0,0,0,0,0,0,0,300,1,0,14,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625,0,0,0
"529","PASCUALES 2 S02",7291,28,1,28,"2013-02-21",8,4.26349610062846,8.42224863710978,4.01500010490417,1,5,4,0,0,3,1,0,0,0,0,0,0,0,6000,1,1,124,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625,0,0,0
"530","PASCUALES 2 S02",7160,13,1,13,"2013-02-19",8,4.26349610062846,8.42224863710978,4.01500010490417,1,0,3,0,0,3,1,1,0,0,0,0,0,0,5000,1,0,119,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625,0,0,0
"533","PASCUALES 2 S02",7122,25,2,12,"2013-02-19",8,4.26349610062846,8.42224863710978,4.01500010490417,1,3,2,0,0,3,0,0,0,0,0,0,0,0,5400,1,0,2,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625,0,0,0
"534","PASCUALES 2 S02",7110,7,1,7,"2013-02-18",8,4.26349610062846,8.42224863710978,4.01500010490417,1,1,1,0,0,3,0,0,0,0,0,0,0,0,3600,1,1,1,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625,0,0,0
"535","PASCUALES 2 S02",7094,23,1,23,"2013-02-18",8,4.26349610062846,8.42224863710978,4.01500010490417,1,2,2,0,0,3,1,0,0,0,0,0,0,0,2000,1,0,64,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625,0,0,0
"537","PASCUALES 2 S02",7137,11,1,11,"2013-02-19",8,4.26349610062846,8.42224863710978,4.01500010490417,1,3,3,0,0,3,0,1,0,1,0,0,0,0,3000,1,0,1,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625,0,0,0
"539","PASCUALES 2 S02",7139,6,1,6,"2013-02-19",8,4.26349610062846,8.42224863710978,4.01500010490417,1,4,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,146,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625,0,0,0
"540","PASCUALES 2 S02",7246,3,1,3,"2013-02-20",8,4.26349610062846,8.42224863710978,4.01500010490417,1,4,4,0,0,3,1,0,0,0,0,0,0,0,600,1,0,146,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625,0,0,0
"542","PASCUALES 2 S02",7149,11,1,11,"2013-02-19",8,4.26349610062846,8.42224863710978,4.01500010490417,1,0,2,0,0,3,0,0,1,0,0,0,0,0,3600,1,0,1,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625,0,0,0
"543","PASCUALES 2 S02",7172,14,2,7,"2013-02-19",8,4.26349610062846,8.42224863710978,4.01500010490417,1,6,9,0,0,3,1,0,0,0,0,0,0,0,350,1,0,130,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625,0,0,0
"544","PASCUALES 2 S02",7128,13,1,13,"2013-02-19",8,4.26349610062846,8.42224863710978,4.01500010490417,1,0,1,0,0,3,1,1,1,0,0,0,0,0,300,1,1,146,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625,0,0,0
"545","PASCUALES 2 S02",7194,67,8,8,"2013-02-20",8,4.26349610062846,8.42224863710978,4.01500010490417,1,1,4,0,0,3,0,0,0,0,0,0,0,0,975,1,0,675,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625,0,0,0
"547","PASCUALES 2 S02",7189,15,1,15,"2013-02-20",8,4.26349610062846,8.42224863710978,4.01500010490417,1,1,4,0,0,3,0,0,1,0,1,0,0,0,2000,1,0,64,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625,0,0,0
"549","PORTETE 1 S01",4550,7,1,7,"2014-01-08",54,4.17604298760345,9.86057410284054,3.00564169905078,1,3,10,0,0,3,1,0,0,1,1,1,0,0,200,1,0,68,-79.93576,-2.20431,2.1365596929419,0,0,0,0,0
"550","PORTETE 4 S04",41456,4,1,4,"2015-09-22",143,2.5333549880797,8.67475087100962,2.56435036977346,1,2,3,0,0,3,0,1,0,0,1,1,0,1,125,0,0,1,-79.93022,-2.19625,0.684661373147987,7.66762650944216,0,0,1.22606426743882,0
"573","SAMANES 1 S01",2134,2,1,2,"2014-02-27",61,1.30178089457795,6.91694671943419,1.93340155367377,1,0,4,0,0,3,1,1,0,0,0,0,0,1,200,1,0,68,-79.91182,-2.12645,20.7028108886981,0.575034102670684,10.7423152365361,2.13739419659807,0,20.2701599483941
"574","SAMANES 1 S01",2036,12,2,6,"2014-02-25",61,1.30178089457795,6.91694671943419,1.93340155367377,1,0,1,0,0,3,1,1,0,0,1,0,0,1,3,1,1,65,-79.91182,-2.12645,20.7028108886981,0.575034102670684,10.7423152365361,2.13739419659807,0,20.2701599483941
"575","SAMANES 1 S01",2177,5,1,5,"2014-02-28",61,1.30178089457795,6.91694671943419,1.93340155367377,1,0,2,0,0,3,1,1,0,0,1,0,1,1,3,1,0,92,-79.91182,-2.12645,20.7028108886981,0.575034102670684,10.7423152365361,2.13739419659807,0,20.2701599483941
"576","SAMANES 1 S01",2061,1,1,1,"2014-02-26",61,1.30178089457795,6.91694671943419,1.93340155367377,1,0,1,0,0,3,1,1,0,0,0,0,0,1,0,1,1,1,-79.91182,-2.12645,20.7028108886981,0.575034102670684,10.7423152365361,2.13739419659807,0,20.2701599483941
"577","SAMANES 1 S01",2024,3,1,3,"2014-02-25",61,1.30178089457795,6.91694671943419,1.93340155367377,1,0,4,0,0,3,1,1,0,0,1,0,0,1,2,1,0,64,-79.91182,-2.12645,20.7028108886981,0.575034102670684,10.7423152365361,2.13739419659807,0,20.2701599483941
"578","SAMANES 1 S01",2007,3,1,3,"2014-02-24",61,1.30178089457795,6.91694671943419,1.93340155367377,1,0,2,0,0,3,1,1,0,0,1,0,0,1,2,1,1,64,-79.91182,-2.12645,20.7028108886981,0.575034102670684,10.7423152365361,2.13739419659807,0,20.2701599483941
"579","SAMANES 1 S01",2183,25,1,25,"2014-02-28",61,1.30178089457795,6.91694671943419,1.93340155367377,1,2,2,0,0,3,1,1,0,0,1,0,0,1,2,1,1,64,-79.91182,-2.12645,20.7028108886981,0.575034102670684,10.7423152365361,2.13739419659807,0,20.2701599483941
"580","SAMANES 1 S01",2096,12,1,12,"2014-02-26",61,1.30178089457795,6.91694671943419,1.93340155367377,1,1,3,0,0,3,0,0,0,0,1,0,0,0,4,1,0,104,-79.91182,-2.12645,20.7028108886981,0.575034102670684,10.7423152365361,2.13739419659807,0,20.2701599483941
"581","SAMANES 1 S01",2008,5,1,5,"2014-02-25",61,1.30178089457795,6.91694671943419,1.93340155367377,1,1,3,0,0,3,1,1,0,0,1,0,1,0,250,1,1,1,-79.91182,-2.12645,20.7028108886981,0.575034102670684,10.7423152365361,2.13739419659807,0,20.2701599483941
"582","SAMANES 3 S03",47039,11,1,11,"2016-05-24",178,1.90186198506436,6.41329115992581,1.70253173164612,1,2,4,1,8,3,1,1,0,0,1,1,1,1,2700,1,1,1,-79.9113,-2.117,0.213390913005411,0.989106345578593,4.21437099487583,41.710346111591,16.6142881508271,6.68081352656136
"584","SAMANES 3 S03",45861,3,1,3,"2016-05-17",177,1.90186198506436,6.41329115992581,1.70253173164612,1,2,9,0,0,3,1,1,1,0,1,1,1,1,72000,1,0,1,-79.91067,-2.11679,0.989106345578593,4.21437099487583,41.710346111591,16.6142881508271,6.68081352656136,0
"587","SAMANES 3 S03",45783,25,1,25,"2016-05-17",177,1.90186198506436,6.41329115992581,1.70253173164612,1,0,5,0,0,4,1,1,0,1,1,1,0,1,45000,1,0,1,-79.908192,-2.11685,0.989106345578593,4.21437099487583,41.710346111591,16.6142881508271,6.68081352656136,0
"588","SAMANES 3 S03",45029,1,1,1,"2016-05-18",177,1.90186198506436,6.41329115992581,1.70253173164612,1,0,3,1,24,0,0,1,1,1,1,1,0,0,240,1,1,1,-79.91042,-2.11592,0.989106345578593,4.21437099487583,41.710346111591,16.6142881508271,6.68081352656136,0
"590","SAMANES 3 S03",45678,3,1,3,"2016-05-03",175,1.90186198506436,6.41329115992581,1.70253173164612,0,5,7,0,0,4,1,1,0,1,1,1,0,1,75000,1,0,1,-79.91093,-2.11886,41.710346111591,16.6142881508271,6.68081352656136,0,2.23217513554195,0
"591","SAMANES 3 S03",47399,3,1,3,"2016-05-30",179,1.90186198506436,6.41329115992581,1.70253173164612,1,1,4,0,0,4,1,1,0,0,0,0,1,1,272250,1,0,1,-79.91151,-2.12007,0.633647172416335,0.213390913005411,0.989106345578593,4.21437099487583,41.710346111591,16.6142881508271
"592","SAMANES 3 S03",45040,29,1,29,"2016-05-18",177,1.90186198506436,6.41329115992581,1.70253173164612,1,0,2,1,7,4,1,1,0,1,0,1,0,0,675,1,1,1,-79.91103,-2.11617,0.989106345578593,4.21437099487583,41.710346111591,16.6142881508271,6.68081352656136,0
"594","SIETE LAGOS 1 S01",3234,32,1,32,"2014-06-10",76,2.89236080625654,11.1101049440058,2.73366196287756,1,4,6,0,0,3,1,1,0,0,1,1,0,1,10800,1,0,1,-79.87451,-2.25599,0,0.194617777077279,0,1.29025834385176,7.40627710433384,40.5116590067554
"595","SIETE LAGOS 1 S01",3240,2,1,2,"2014-06-10",76,2.89236080625654,11.1101049440058,2.73366196287756,1,1,6,0,0,3,1,1,0,0,1,1,0,1,24882,1,0,1,-79.87359,-2.25567,0,0.194617777077279,0,1.29025834385176,7.40627710433384,40.5116590067554
"596","SIETE LAGOS 1 S01",3209,2,1,2,"2014-06-10",76,2.89236080625654,11.1101049440058,2.73366196287756,1,1,2,0,0,3,1,1,0,0,1,1,0,1,181202,1,0,1,-79.8764,-2.25464,0,0.194617777077279,0,1.29025834385176,7.40627710433384,40.5116590067554
"597","SIETE LAGOS 1 S01",3165,14,2,7,"2014-06-09",76,2.89236080625654,11.1101049440058,2.73366196287756,1,6,8,0,0,3,1,1,0,0,1,1,0,1,70938,1,0,2,-79.8775,-2.2535,0,0.194617777077279,0,1.29025834385176,7.40627710433384,40.5116590067554
"598","SIETE LAGOS 1 S01",3325,11,2,6,"2014-06-12",76,2.89236080625654,11.1101049440058,2.73366196287756,1,6,7,0,0,3,1,1,0,0,1,1,0,1,157440,0,0,2,-79.87103,-2.25486,0,0.194617777077279,0,1.29025834385176,7.40627710433384,40.5116590067554
"599","SIETE LAGOS 1 S01",3362,2,1,2,"2014-06-13",76,2.89236080625654,11.1101049440058,2.73366196287756,1,8,4,0,0,3,1,1,0,0,1,1,0,1,323204,1,0,1,-79.87215,-2.25498,0,0.194617777077279,0,1.29025834385176,7.40627710433384,40.5116590067554
"600","SIETE LAGOS 1 S01",3312,10,1,10,"2014-06-12",76,2.89236080625654,11.1101049440058,2.73366196287756,1,5,2,0,0,3,1,1,0,0,1,1,1,1,3500,1,1,1,-79.87052,-2.25582,0,0.194617777077279,0,1.29025834385176,7.40627710433384,40.5116590067554
"602","SIETE LAGOS 1 S01",3166,4,1,4,"2014-06-09",76,2.89236080625654,11.1101049440058,2.73366196287756,1,1,6,0,0,3,1,1,0,0,1,1,1,1,13500,1,0,1,-79.8776,-2.2536,0,0.194617777077279,0,1.29025834385176,7.40627710433384,40.5116590067554
"603","SIETE LAGOS 1 S01",3179,1,1,1,"2014-06-09",76,2.89236080625654,11.1101049440058,2.73366196287756,1,1,3,0,0,3,1,0,0,0,1,0,0,1,147490,1,0,1,-79.8753,-2.25325,0,0.194617777077279,0,1.29025834385176,7.40627710433384,40.5116590067554
"615","SUBURBIO 3 S03",8961,5,1,5,"2014-11-24",100,3.05576596059071,9.66866234585197,3.12613372136461,1,2,2,1,12,3,1,1,0,0,0,1,0,1,243670,0,0,1,-79.93425,-2.22782,0,0,0,0.132140315824431,0,0.100000001490116
"616","SUBURBIO 3 S03",8890,10,1,10,"2014-11-24",100,3.05576596059071,9.66866234585197,3.12613372136461,1,2,3,1,24,3,1,1,1,0,1,1,0,1,117740,1,0,1,-79.93365,-2.22814,0,0,0,0.132140315824431,0,0.100000001490116
"617","SUBURBIO 3 S03",9570,30,1,30,"2014-12-01",101,3.05576596059071,9.66866234585197,3.12613372136461,1,2,4,1,12,3,1,1,1,0,1,1,0,1,427128,1,1,1,-79.93612,-2.22749,0,0,0,0,0.132140315824431,0
"618","SUBURBIO 3 S03",9019,9,1,9,"2014-11-25",100,3.05576596059071,9.66866234585197,3.12613372136461,1,0,4,1,8,3,1,1,0,0,0,0,0,1,64980,0,0,1,-79.93264,-2.22826,0,0,0,0.132140315824431,0,0.100000001490116
"619","SUBURBIO 3 S03",8997,2,1,2,"2014-11-25",100,3.05576596059071,9.66866234585197,3.12613372136461,1,2,3,1,8,3,1,1,1,0,0,0,1,1,980,0,0,1,-79.93264,-2.22829,0,0,0,0.132140315824431,0,0.100000001490116
"620","SUBURBIO 3 S03",9503,10,1,10,"2014-12-01",101,3.05576596059071,9.66866234585197,3.12613372136461,1,0,5,1,12,3,1,1,1,0,1,1,0,1,297000,1,0,1,-79.93516,-2.22851,0,0,0,0,0.132140315824431,0
"621","SUBURBIO 3 S03",9235,1,1,1,"2014-11-27",100,3.05576596059071,9.66866234585197,3.12613372136461,1,0,5,1,12,3,1,1,0,0,1,1,0,1,99225,1,0,1,-79.93763,-2.22461,0,0,0,0.132140315824431,0,0.100000001490116
"622","SUBURBIO 3 S03",8846,12,1,12,"2014-11-24",100,3.05576596059071,9.66866234585197,3.12613372136461,1,0,4,1,24,3,1,1,0,0,1,0,0,1,99405,0,0,1,-79.93333,-2.22308,0,0,0,0.132140315824431,0,0.100000001490116
"623","SUBURBIO 3 S03",8791,23,1,23,"2014-11-24",100,3.05576596059071,9.66866234585197,3.12613372136461,1,2,1,0,6,3,1,0,0,0,1,0,0,1,181656,0,0,1,-79.93314,-2.22913,0,0,0,0.132140315824431,0,0.100000001490116
"624","SUBURBIO 3 S03",9448,2,1,2,"2014-11-28",100,3.05576596059071,9.66866234585197,3.12613372136461,1,1,4,1,24,3,0,1,0,0,1,1,0,0,243670,0,0,146,-79.93256,-2.22713,0,0,0,0.132140315824431,0,0.100000001490116
"627","TRINITARIA SUR 1 S01",2363,6,1,6,"2014-05-08",71,4.5129667329803,12.0432028297905,2.33082812769545,1,2,5,0,0,3,1,1,0,0,1,1,0,1,150,1,0,51,-79.91574,-2.24302,40.5392356078982,18.3916150567124,13.1224641646427,0.738923405561065,0.741614885697937,0.491614897298017
"628","TRINITARIA SUR 1 S01",43110,17,1,17,"2016-02-05",162,4.5129667329803,12.0432028297905,2.33082812769545,1,3,4,0,0,3,0,1,1,1,0,1,1,1,800,0,1,1,-79.917171,-2.245409,1.36250001192092,0,17.7874999046325,0.625000014901161,9.56250023841857,0
"633","TRINITARIA SUR 2 S02",43003,7,1,7,"2016-01-20",160,3.81082181135813,9.38467151728543,2.47323873208119,1,2,3,0,0,3,0,1,0,0,1,1,0,1,176000,0,1,1,-79.921292,-2.242517,12.7555554707845,0.399999999337726,9.58888880411783,0,0.666666646798452,0
"634","TRINITARIA SUR 2 S02",42994,7,1,7,"2016-01-19",160,3.81082181135813,9.38467151728543,2.47323873208119,1,4,2,0,0,3,0,1,0,0,1,1,0,1,2250,1,1,1,-79.921535,-2.242762,12.7555554707845,0.399999999337726,9.58888880411783,0,0.666666646798452,0
"635","TRINITARIA SUR 2 S02",42992,6,1,6,"2016-01-19",160,3.81082181135813,9.38467151728543,2.47323873208119,1,2,2,0,0,3,0,1,0,0,0,0,0,1,96000,0,0,1,-79.921958,-2.242274,12.7555554707845,0.399999999337726,9.58888880411783,0,0.666666646798452,0
"639","TRINITARIA SUR 2 S02",42989,7,1,7,"2016-01-19",160,3.81082181135813,9.38467151728543,2.47323873208119,1,1,4,0,0,3,0,1,0,0,0,1,0,1,100,0,1,1,-79.922281,-2.242563,12.7555554707845,0.399999999337726,9.58888880411783,0,0.666666646798452,0
"640","TRINITARIA SUR 2 S02",43125,12,1,12,"2016-02-02",162,3.81082181135813,9.38467151728543,2.47323873208119,1,1,5,0,0,3,1,0,0,0,1,1,0,1,1e+05,1,0,1,-79.920484,-2.241151,0.594444440470801,0,12.7555554707845,0.399999999337726,9.58888880411783,0
"643","TRINITARIA SUR 2 S02",43094,2,1,2,"2016-02-10",163,3.81082181135813,9.38467151728543,2.47323873208119,1,1,2,0,0,3,0,1,1,1,1,1,1,1,0,1,0,1,-79.917683,-2.246612,7.32777780956692,0.594444440470801,0,12.7555554707845,0.399999999337726,9.58888880411783
"646","TRINITARIA SUR 2 S02",43077,14,1,14,"2016-02-10",163,3.81082181135813,9.38467151728543,2.47323873208119,1,1,4,0,0,3,1,1,1,1,1,1,0,1,17500,1,1,1,-79.917539,-2.246594,7.32777780956692,0.594444440470801,0,12.7555554707845,0.399999999337726,9.58888880411783
"649","TRINITARIA SUR 2 S02",43144,18,1,18,"2016-01-27",161,3.81082181135813,9.38467151728543,2.47323873208119,1,2,3,0,0,3,0,1,0,0,1,1,0,1,31500,1,0,1,-79.921905,-2.240826,0,12.7555554707845,0.399999999337726,9.58888880411783,0,0.666666646798452
"650","TRINITARIA SUR 2 S02",43016,8,1,8,"2016-01-21",160,3.81082181135813,9.38467151728543,2.47323873208119,1,2,5,0,0,3,0,1,0,0,1,1,1,1,202500,1,0,1,-79.9223,-2.241849,12.7555554707845,0.399999999337726,9.58888880411783,0,0.666666646798452,0
"656","TRINITARIA SUR 3 S03",43644,21,2,10,"2016-02-13",163,4.23214647337296,8.50908233779313,3.17499995231628,1,2,5,0,0,3,0,1,1,1,0,1,0,1,3600,1,1,2,-79.925264,-2.245342,6.40915324336181,0.562754873202878,0,14.7544739889861,0.818407401962593,10.0408534469359
"657","TRINITARIA SUR 3 S03",43642,1,1,1,"2016-02-13",163,4.23214647337296,8.50908233779313,3.17499995231628,1,5,6,0,0,3,0,1,0,1,0,1,0,1,1e+05,1,0,1,-79.925183,-2.245361,6.40915324336181,0.562754873202878,0,14.7544739889861,0.818407401962593,10.0408534469359
"659","TRINITARIA SUR 3 S03",43640,41,1,41,"2016-02-12",163,4.23214647337296,8.50908233779313,3.17499995231628,1,3,2,1,24,7,1,1,0,1,0,1,0,1,2400,1,1,1,-79.924526,-2.46753,6.40915324336181,0.562754873202878,0,14.7544739889861,0.818407401962593,10.0408534469359
"660","TRINITARIA SUR 3 S03",43649,17,2,8,"2016-02-13",163,4.23214647337296,8.50908233779313,3.17499995231628,1,4,2,0,0,3,0,1,0,1,0,1,0,1,600,1,1,2,-79.925462,-2.245216,6.40915324336181,0.562754873202878,0,14.7544739889861,0.818407401962593,10.0408534469359
"661","TRINITARIA SUR 3 S03",43440,14,1,14,"2016-02-12",163,4.23214647337296,8.50908233779313,3.17499995231628,1,1,3,0,0,3,0,1,0,1,0,1,0,1,175000,1,0,1,-79.92521,-2.246518,6.40915324336181,0.562754873202878,0,14.7544739889861,0.818407401962593,10.0408534469359
"662","TRINITARIA SUR 3 S03",43441,33,1,33,"2016-02-12",163,4.23214647337296,8.50908233779313,3.17499995231628,1,2,4,0,0,3,0,1,0,1,0,1,0,1,0,0,0,1,-79.925147,-2.246527,6.40915324336181,0.562754873202878,0,14.7544739889861,0.818407401962593,10.0408534469359
"663","TRINITARIA SUR 3 S03",43638,1,1,1,"2016-02-12",163,4.23214647337296,8.50908233779313,3.17499995231628,1,1,3,1,24,7,1,1,0,1,0,0,1,0,3025,1,0,1,-79.925066,-2.245912,6.40915324336181,0.562754873202878,0,14.7544739889861,0.818407401962593,10.0408534469359
"669","TRINITARIA SUR 3 S03",43448,13,1,13,"2016-02-12",163,4.23214647337296,8.50908233779313,3.17499995231628,1,1,2,0,0,3,1,1,0,1,0,1,0,1,5400,1,1,1,-79.924732,-2.247359,6.40915324336181,0.562754873202878,0,14.7544739889861,0.818407401962593,10.0408534469359
"671","TRINITARIA SUR 4 S04",43777,39,1,39,"2016-02-16",164,4.67057767793269,7.89432262128124,2.91967245241118,1,0,1,0,0,3,0,1,0,1,1,1,0,1,24000,1,1,1,-79.93413,-2.233508,1.49809512307475,13.9712642345489,1.32140338174686,0,21.761266178255,0
"672","TRINITARIA SUR 4 S04",43832,7,1,7,"2016-02-18",164,4.67057767793269,7.89432262128124,2.91967245241118,1,0,3,0,0,3,0,1,0,1,1,1,0,0,2100,1,1,1,-79.928522,-2.241718,1.49809512307475,13.9712642345489,1.32140338174686,0,21.761266178255,0
"673","TRINITARIA SUR 4 S04",43781,4,1,4,"2016-02-16",164,4.67057767793269,7.89432262128124,2.91967245241118,1,8,9,0,0,3,0,1,1,1,1,1,1,1,360000,1,0,1,-79.934345,-2.234096,1.49809512307475,13.9712642345489,1.32140338174686,0,21.761266178255,0
"676","TRINITARIA SUR 5 S05",43769,22,1,22,"2016-02-15",164,3.31490623495839,11.6475721572919,2.80085852675426,1,0,6,0,0,3,0,1,0,1,1,0,0,1,75000,1,0,1,-79.930601,-2.239919,1.5067137404811,13.5898123788085,0.9267100633726,0,21.5266131584088,0
"679","UNION DE BANAEROS 1 S01",6801,7,1,7,"2013-01-28",5,3.38194376451146,9.86438358496103,3.59519471917341,1,0,3,0,0,2,1,1,0,0,0,0,0,0,0,1,1,146,-79.87485,-2.263,2.66786558462406,33.8316910836188,23.0579382716282,7.99121343890258,0.001020094388356,1.37213577871857
"681","UNION DE BANAEROS 1 S01",6800,9,2,4,"2013-01-28",5,3.38194376451146,9.86438358496103,3.59519471917341,1,1,2,0,0,2,1,1,0,0,0,0,0,0,0,0,1,292,-79.8789,-2.26599,2.66786558462406,33.8316910836188,23.0579382716282,7.99121343890258,0.001020094388356,1.37213577871857
"683","UNION DE BANAEROS 1 S01",46767,26,1,26,"2016-03-09",167,3.38194376451146,9.86438358496103,3.59519471917341,1,3,4,0,0,4,1,1,0,1,1,1,0,1,3000,1,1,1,-79.88004,-2.26774,2.66786558462406,33.8316910836188,23.0579382716282,7.99121343890258,0.001020094388356,1.37213577871857
"687","UNION DE BANAEROS 1 S01",46560,19,1,19,"2016-03-09",167,3.38194376451146,9.86438358496103,3.59519471917341,1,0,5,0,0,3,1,1,1,1,0,1,0,1,18000,1,1,1,-79.87784,-2.26727,2.66786558462406,33.8316910836188,23.0579382716282,7.99121343890258,0.001020094388356,1.37213577871857
"688","UNION DE BANAEROS 1 S01",6805,17,1,17,"2013-01-28",5,3.38194376451146,9.86438358496103,3.59519471917341,1,1,3,0,0,2,1,0,0,1,0,0,0,0,40,1,0,146,-79.8789,-2.26599,2.66786558462406,33.8316910836188,23.0579382716282,7.99121343890258,0.001020094388356,1.37213577871857
"689","UNION DE BANAEROS 1 S01",6807,28,1,28,"2013-01-28",5,3.38194376451146,9.86438358496103,3.59519471917341,1,1,4,0,0,2,1,1,1,1,0,0,0,0,0,1,0,146,-79.87437,-2.26397,2.66786558462406,33.8316910836188,23.0579382716282,7.99121343890258,0.001020094388356,1.37213577871857
"690","UNION DE BANAEROS 1 S01",6799,65,3,22,"2013-01-28",5,3.38194376451146,9.86438358496103,3.59519471917341,1,0,6,0,0,2,0,1,1,0,1,0,0,0,0,1,0,293,-79.8789,-2.26599,2.66786558462406,33.8316910836188,23.0579382716282,7.99121343890258,0.001020094388356,1.37213577871857
"691","UNION DE BANAEROS 1 S01",46772,13,1,13,"2016-03-09",167,3.38194376451146,9.86438358496103,3.59519471917341,1,3,6,0,0,4,1,1,1,1,1,0,0,1,6000,1,0,1,-79.88032,-2.26778,2.66786558462406,33.8316910836188,23.0579382716282,7.99121343890258,0.001020094388356,1.37213577871857
"693","UNION DE BANAEROS 1 S01",46451,23,1,23,"2016-03-14",168,3.38194376451146,9.86438358496103,3.59519471917341,1,3,5,0,0,3,1,1,0,0,0,0,0,0,1012.5,1,1,1,-79.8889,-2.26823,2.66786558462406,33.8316910836188,23.0579382716282,7.99121343890258,0.001020094388356,1.37213577871857
"694","UNION DE BANAEROS 1 S01",47046,2,1,2,"2016-03-10",167,3.38194376451146,9.86438358496103,3.59519471917341,1,0,3,0,0,4,1,1,1,1,0,1,0,1,6,1,1,1,-79.8872,-2.26864,2.66786558462406,33.8316910836188,23.0579382716282,7.99121343890258,0.001020094388356,1.37213577871857
"695","UNION DE BANAEROS 1 S01",47014,7,1,7,"2016-03-10",167,3.38194376451146,9.86438358496103,3.59519471917341,1,1,4,0,0,4,1,1,1,1,1,1,0,1,375,1,1,1,-79.88645,-2.26582,2.66786558462406,33.8316910836188,23.0579382716282,7.99121343890258,0.001020094388356,1.37213577871857
"700","UNION DE BANAEROS 1 S01",46526,3,1,3,"2016-03-18",168,3.38194376451146,9.86438358496103,3.59519471917341,1,7,13,0,0,7,1,1,1,0,0,0,0,1,200,1,1,1,-79.87778,-2.26775,2.66786558462406,33.8316910836188,23.0579382716282,7.99121343890258,0.001020094388356,1.37213577871857
"701","UNION DE BANAEROS 1 S01",6966,5,1,5,"2013-01-30",5,3.38194376451146,9.86438358496103,3.59519471917341,1,4,5,0,0,3,1,1,0,0,0,0,0,0,300,1,0,1,-79.8789,-2.26599,2.66786558462406,33.8316910836188,23.0579382716282,7.99121343890258,0.001020094388356,1.37213577871857
