"","PupaeSum","OutsideLocation","DirtyWater","WaterVol","XCoord","YCoord","Year","EpiWk","CEpiWeek","TypeEng","TypeEngNew","MatEng","Sewer","BucketPrt","Bamboo","Toilet","TrashCan","SmlLiqCon","Tank","Vase","Furniture","CarPart","Sink","Pool","Tub","Barrel","MatPlastic","MatMetal","MatCement","MatRubber","MatCeramic","MatGlass"
"1",4,1,0,1,-79.95993,-2.10341,2014,12,64,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"2",16,1,0,1,-79.95993,-2.10341,2014,12,64,"Trash","Trash","Plastic",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3",6,1,0,1,-79.95993,-2.10341,2014,12,64,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"4",4,1,0,51,-79.95993,-2.10341,2014,12,64,"Barrel","Barrel","Metal",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"5",2,1,1,1,-79.95993,-2.10341,2014,12,64,"Barrel","Barrel","Metal",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"6",3,1,0,68,-79.95993,-2.10341,2014,12,64,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"7",51,1,0,1,-79.95993,-2.10341,2014,12,64,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"8",2,1,0,30,-79.95993,-2.10341,2014,12,64,"Barrel","Barrel","Metal",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"9",1,1,0,28,-79.9731,-2.08942,2014,12,64,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"10",11,1,0,68,-79.9731,-2.08942,2014,12,64,"Barrel","Barrel","Metal",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"11",7,1,0,68,-79.9731,-2.08942,2014,12,64,"Barrel","Barrel","Metal",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"12",2,1,0,146,-79.9731,-2.08942,2014,12,64,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"13",18,1,1,20,-79.9731,-2.08942,2014,12,64,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"14",1,1,1,92,-79.9731,-2.08942,2014,12,64,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"15",6,1,0,68,-79.9731,-2.08942,2014,12,64,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"16",51,1,0,30,-79.9731,-2.08942,2014,12,64,"Barrel","Barrel","Metal",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"17",2,1,0,68,-79.9731,-2.08942,2014,12,64,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"18",2,0,0,28,-79.9731,-2.08942,2014,12,64,"Barrel","Barrel","Plastic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"19",20,1,1,116,-79.9731,-2.08942,2014,12,64,"Barrel","Barrel","Plastic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"20",1,1,1,68,-79.9731,-2.08942,2014,12,64,"Barrel","Barrel","Plastic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"21",2,1,0,68,-79.9731,-2.08942,2014,12,64,"Barrel","Barrel","Plastic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"22",10,1,1,68,-79.9731,-2.08942,2014,12,64,"Cistern","Tank","Cement",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"23",9,1,0,24,-79.9731,-2.08942,2014,12,64,"Barrel","Barrel","Plastic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"24",1,1,0,1,-79.9731,-2.08942,2014,12,64,"Barrel","Barrel","Plastic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"25",2,1,0,104,-79.9731,-2.08942,2014,12,64,"Drawer","Furniture","Plastic",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"26",18,1,1,116,-79.9731,-2.08942,2014,12,64,"Wheel Rim","Car Parts","Rubber",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"27",3,1,1,92,-79.9731,-2.08942,2014,12,64,"Toilet","Toilet","Ceramic",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"28",5,1,1,1,-79.9731,-2.08942,2014,12,64,"Wheel Rim","Car Parts","Rubber",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"29",2,1,0,28,-79.9731,-2.08942,2014,12,64,"Barrel","Barrel","Metal",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"30",6,1,0,68,-79.9731,-2.08942,2014,12,64,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"31",1,1,0,24,-79.9731,-2.08942,2014,12,64,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"32",7,1,0,24,-79.9731,-2.08942,2014,12,64,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"33",1,1,0,1,-79.9731,-2.08942,2014,12,64,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"34",1,1,0,24,-79.9731,-2.08942,2014,12,64,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"35",3,1,1,92,-79.91406,-2.19817,2014,13,65,"Wheel Rim","Car Parts","Rubber",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"36",2,1,1,1,-79.91406,-2.19817,2014,13,65,"Wheel Rim","Car Parts","Rubber",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"37",83,1,0,106,-79.91406,-2.19817,2014,13,65,"Pool","Pool","Cement",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"38",3,0,0,24,-79.87638,-2.2805,2014,14,66,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"39",2,1,1,1,-79.87638,-2.2805,2014,14,66,"Washbasin","Sink","Plastic",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"40",2,1,1,24,-79.87638,-2.2805,2014,14,66,"Barrel","Barrel","Metal",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"41",6,1,1,1,-79.90971,-2.23138,2014,8,60,"Bamboo","Bamboo","Vegetation",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",5,1,0,85,-79.92111,-2.14746,2014,7,59,"Bag","Trash","Plastic",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"43",3,1,1,1,-79.92111,-2.14746,2014,7,59,"Trash","Trash","Plastic",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"44",3,1,1,64,-79.91182,-2.12645,2014,9,61,"Wheel Rim","Car Parts","Rubber",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"45",5,1,1,1,-79.91182,-2.12645,2014,9,61,"Tub","Tub","Plastic",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"46",3,1,0,64,-79.91182,-2.12645,2014,9,61,"Bowl","Small Liq Storage","Plastic",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"47",6,1,1,64,-79.91182,-2.12645,2014,9,61,"Wheel Rim","Car Parts","Rubber",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"48",6,1,1,1,-79.91182,-2.12645,2014,9,61,"Bowl","Small Liq Storage","Plastic",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"49",1,1,1,1,-79.91182,-2.12645,2014,9,61,"Flowerpot","Small Liq Storage","Plastic",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"50",12,1,0,104,-79.91182,-2.12645,2014,9,61,"Bucket","Bucket Parts","Plastic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"51",2,1,0,68,-79.91182,-2.12645,2014,9,61,"Barrel","Barrel","Metal",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"52",53,1,1,124,-79.91182,-2.12645,2014,9,61,"Wheel Rim","Car Parts","Rubber",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"53",84,1,1,137,-79.91182,-2.12645,2014,9,61,"Wheel Rim","Car Parts","Rubber",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"54",5,1,0,92,-79.91182,-2.12645,2014,9,61,"Drawer","Furniture","Plastic",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"55",25,1,1,64,-79.91182,-2.12645,2014,9,61,"Wheel Rim","Car Parts","Rubber",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"56",2,1,1,68,-79.91574,-2.24302,2014,19,71,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"57",6,1,0,51,-79.91574,-2.24302,2014,19,71,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"58",1,1,0,51,-79.87751,-2.18153,2014,20,72,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"59",13,1,1,64,-79.96209,-2.11592,2014,21,73,"Wheel Rim","Car Parts","Rubber",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"60",7,1,0,68,-79.96209,-2.11592,2014,21,73,"Barrel","Barrel","Metal",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"61",3,1,0,68,-79.96209,-2.11592,2014,21,73,"Barrel","Barrel","Metal",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"62",12,1,0,68,-79.96209,-2.11592,2014,21,73,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"63",15,1,0,28,-79.96209,-2.11592,2014,21,73,"Barrel","Barrel","Metal",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"64",3,1,0,118,-79.96209,-2.11592,2014,21,73,"Barrel","Barrel","Plastic",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"65",16,0,0,68,-79.96209,-2.11592,2014,21,73,"Barrel","Barrel","Metal",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"66",6,1,1,1,-79.96209,-2.11592,2014,21,73,"Toilet","Toilet","Ceramic",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"67",3,1,0,68,-79.96209,-2.11592,2014,21,73,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"68",34,1,1,51,-79.96209,-2.11592,2014,21,73,"Barrel","Barrel","Metal",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"69",19,1,0,67,-79.96209,-2.11592,2014,21,73,"Bucket","Bucket Parts","Plastic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"70",26,1,0,68,-79.96209,-2.11592,2014,21,73,"Barrel","Barrel","Metal",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"71",6,1,0,68,-79.96209,-2.11592,2014,21,73,"Barrel","Barrel","Metal",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"72",1,1,0,68,-79.96209,-2.11592,2014,21,73,"Bucket","Bucket Parts","Plastic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"73",8,1,0,1,-79.8775,-2.2535,2014,24,76,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"74",6,1,1,1,-79.8775,-2.2535,2014,24,76,"Toilet","Toilet","Ceramic",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"75",4,1,0,1,-79.8776,-2.2536,2014,24,76,"Trash","Trash","Plastic",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"76",1,1,0,1,-79.8753,-2.25325,2014,24,76,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"77",1,1,1,1,-79.8753,-2.25325,2014,24,76,"Trash","Trash","Plastic",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"78",2,1,0,1,-79.8764,-2.25464,2014,24,76,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"79",5,1,0,1,-79.87502,-2.2549,2014,24,76,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"80",32,1,0,1,-79.87451,-2.25599,2014,24,76,"Trash","Trash","Plastic",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"81",2,1,0,1,-79.87359,-2.25567,2014,24,76,"Trash","Trash","Plastic",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"82",10,1,1,1,-79.87052,-2.25582,2014,24,76,"Trash","Trash","Plastic",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"83",3,0,0,1,-79.87103,-2.25486,2014,24,76,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"84",8,0,0,1,-79.87103,-2.25486,2014,24,76,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"85",2,1,0,1,-79.87215,-2.25498,2014,24,76,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"86",5,1,0,1,-79.8999,-2.19712,2014,25,77,"Barrel","Barrel","Metal",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"87",2,1,0,1,-79.90506,-2.19489,2014,25,77,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"88",2,0,0,1,-79.90377,-2.19692,2014,25,77,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"89",7,1,0,1,-79.90205,-2.19751,2014,25,77,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"90",6,1,0,1,-79.90328,-2.1994,2014,25,77,"Bucket","Bucket Parts","Plastic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"91",6,0,0,1,-79.90328,-2.1994,2014,25,77,"Bucket","Bucket Parts","Plastic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"92",41,1,0,1,-79.91011,-2.24912,2014,29,81,"Washbasin","Sink","Plastic",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"93",9,1,0,1,-79.91024,-2.24978,2014,29,81,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"94",32,1,0,1,-79.9065,-2.25133,2014,29,81,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"95",7,1,0,1,-79.99356,-2.12385,2014,26,78,"Barrel","Barrel","Metal",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"96",8,1,1,1,-79.99352,-2.12393,2014,26,78,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"97",2,1,0,1,-79.99625,-2.11709,2014,26,78,"Barrel","Barrel","Metal",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"98",10,0,0,1,-79.99545,-2.12384,2014,26,78,"Bucket","Bucket Parts","Plastic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"99",9,1,0,1,-79.99768,-2.11876,2014,26,78,"Sewer","Sewer","Cement",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"100",9,0,1,1,-79.9462,-2.13019,2014,31,83,"Vase","Vase","Plastic",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"101",1,0,1,1,-79.9462,-2.13019,2014,31,83,"Vase","Vase","Glass",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"102",7,1,0,68,-79.93576,-2.20431,2014,2,54,"Cistern","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"103",12,1,0,50,-79.88513,-2.25543,2014,4,56,"Wheel Rim","Car Parts","Rubber",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"104",1,1,0,7,-79.88513,-2.25543,2014,4,56,"Flowerpot","Small Liq Storage","Plastic",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"105",82,1,1,92,-79.88513,-2.25543,2014,4,56,"Flowerpot","Small Liq Storage","Plastic",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"106",1,1,0,117,-79.88513,-2.25543,2014,4,56,"Sewer","Sewer","Cement",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"107",2,1,0,51,-79.88513,-2.25543,2014,4,56,"Tank","Tank","Cement",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"108",11,0,0,106,-79.96073,-2.11048,2014,5,57,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"109",33,1,0,138,-79.96073,-2.11048,2014,5,57,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"110",59,1,0,146,-79.8789,-2.26599,2013,5,5,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"111",5,1,0,146,-79.8789,-2.26599,2013,5,5,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"112",1,0,0,1,-79.8789,-2.26599,2013,5,5,"Sewer","Sewer","Cement",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"113",2,0,1,146,-79.8789,-2.26599,2013,5,5,"Vase","Vase","Ceramic",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"114",7,0,1,146,-79.8789,-2.26599,2013,5,5,"Pot","Small Liq Storage","Metal",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"115",7,1,1,146,-79.87485,-2.263,2013,5,5,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"116",17,1,0,146,-79.8789,-2.26599,2013,5,5,"Bucket Cap","Bucket Parts","Plastic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"117",28,1,0,146,-79.87437,-2.26397,2013,5,5,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"118",2,0,0,146,-79.8789,-2.26599,2013,5,5,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"119",13,1,0,146,-79.8789,-2.26599,2013,5,5,"Bucket","Bucket Parts","Plastic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"120",4,1,1,92,-79.8789,-2.26599,2013,5,5,"Bucket Cap","Bucket Parts","Plastic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"121",3,0,0,146,-79.87363,-2.266583,2013,5,5,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"122",22,0,0,146,-79.8789,-2.26599,2013,5,5,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"123",1,1,1,5,-79.8789,-2.26599,2013,5,5,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"124",5,1,0,12,-79.874467,-2.2665,2013,5,5,"Bottle","Small Liq Storage","Glass",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"125",5,1,1,92,-79.874467,-2.2665,2013,5,5,"Bucket","Bucket Parts","Plastic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"126",1,1,0,146,-79.8789,-2.26599,2013,5,5,"Tank","Tank","Cement",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"127",35,1,0,146,-79.8789,-2.26599,2013,5,5,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"128",9,1,0,12,-79.8789,-2.26599,2013,5,5,"Jar","Small Liq Storage","Metal",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"129",25,1,1,92,-79.8789,-2.26599,2013,5,5,"Wheel Rim","Car Parts","Rubber",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"130",18,1,0,116,-79.8789,-2.26599,2013,5,5,"Bucket","Bucket Parts","Plastic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"131",1,0,0,146,-79.8789,-2.26599,2013,5,5,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"132",5,1,0,146,-79.8789,-2.26599,2013,5,5,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"133",23,1,0,146,-79.8789,-2.26599,2013,5,5,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"134",7,1,0,146,-79.8789,-2.26599,2013,5,5,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"135",6,1,0,7,-79.8789,-2.26599,2013,5,5,"Wheel Rim","Car Parts","Rubber",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"136",16,1,0,1,-79.8789,-2.26599,2013,5,5,"Sewer","Sewer","Cement",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"137",10,1,0,146,-79.8789,-2.26599,2013,5,5,"Block","Block","Cement",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"138",14,1,0,130,-79.8789,-2.26599,2013,5,5,"Pot","Small Liq Storage","Metal",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"139",6,1,0,146,-79.8789,-2.26599,2013,5,5,"Sewer","Sewer","Cement",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"140",38,1,1,146,-79.8789,-2.26599,2013,5,5,"Bucket","Bucket Parts","Plastic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"141",19,1,0,146,-79.8789,-2.26599,2013,5,5,"Bucket","Bucket Parts","Plastic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"142",8,1,0,146,-79.8789,-2.26599,2013,5,5,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"143",3,1,0,146,-79.8789,-2.26599,2013,5,5,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"144",3,1,0,146,-79.8789,-2.26599,2013,5,5,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"145",5,1,1,64,-79.8789,-2.26599,2013,5,5,"Bucket","Bucket Parts","Plastic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"146",5,1,0,1,-79.8789,-2.26599,2013,5,5,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"147",2,1,1,146,-79.8789,-2.26599,2013,5,5,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"148",2,1,0,146,-79.8789,-2.26599,2013,5,5,"Bucket","Bucket Parts","Plastic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"149",2,1,0,96,-79.92929,-2.0708,2013,8,8,"Wheel Rim","Car Parts","Rubber",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"150",36,1,0,1,-79.92929,-2.0708,2013,8,8,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"151",9,0,0,146,-79.92929,-2.0708,2013,8,8,"Container","Container","Plastic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"152",23,1,0,64,-79.92929,-2.0708,2013,8,8,"Wheel Rim","Car Parts","Rubber",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"153",1,1,0,1,-79.92929,-2.0708,2013,8,8,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"154",74,1,1,92,-79.92929,-2.0708,2013,8,8,"Tub","Tub","Plastic",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"155",28,1,0,92,-79.92929,-2.0708,2013,8,8,"Sewer","Sewer","Cement",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"156",32,1,1,64,-79.92929,-2.0708,2013,8,8,"Wheel Rim","Car Parts","Rubber",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"157",7,1,1,1,-79.92929,-2.0708,2013,8,8,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"158",1,1,0,1,-79.92929,-2.0708,2013,8,8,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"159",24,1,1,1,-79.92929,-2.0708,2013,8,8,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"160",13,1,1,146,-79.92929,-2.0708,2013,8,8,"Wheel Rim","Car Parts","Rubber",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
