"","IDP1","LarvSum","NumCriaderos","PupaeIndex","Date","CEpiWeek","SEStatus","LarvaePresence","NumChildren","NumAdults","InterruptFreq","InterruptDurHrs","TrashCollectPerWk","LargeSolidColl","SewerConn","FumigLWs","AbateLWs","BiolarvLWs","CanopyUse","ProtectMesh","BreedingSites","VolCriadero","OutsideLocation","DirtyWater","WaterVol","XCoord","YCoord","week0","week1","week2"
"282",1745,1,1,1,"2014-02-10",59,"Media",1,2,5,0,0,3,1,1,0,0,1,0,0,0,0,1,1,1,-79.92111,-2.14746,11.8249998092651,1.80000001192092,0
"283",46705,91,1,91,"2016-04-29",174,"Media",1,1,2,0,0,3,1,1,1,1,1,1,0,0,1500,1,1,1,999999,999999,17.3249998092651,7.04999995231628,0
"284",46680,4,1,4,"2016-04-28",174,"Media",1,0,1,0,0,2,1,1,1,1,1,1,1,1,15,1,1,1,-79.9176,-2.15016,17.3249998092651,7.04999995231628,0
"285",1715,1,1,1,"2014-02-10",59,"Media",1,3,3,0,0,3,1,1,1,0,1,0,1,1,0,1,0,85,-79.92111,-2.14746,11.8249998092651,1.80000001192092,0
"286",46694,1,1,1,"2016-04-29",174,"Media",1,0,3,0,0,3,1,1,1,1,1,1,0,1,84,NA,1,1,-79.91752,-2.15066,17.3249998092651,7.04999995231628,0
"287",46922,52,1,52,"2016-05-05",175,"Media",1,3,5,0,0,4,1,1,1,1,1,1,0,1,18000,0,0,1,-79.91915,-2.15066,40.1999988555908,17.3249998092651,7.04999995231628
"288",46955,1,1,1,"2016-05-06",175,"Media",1,1,3,0,0,4,1,1,0,0,0,1,0,1,18000,1,0,1,-79.92998,-2.45005,40.1999988555908,17.3249998092651,7.04999995231628
"289",46891,8,1,8,"2016-05-04",175,"Media",1,0,6,0,0,4,1,1,0,1,1,1,0,1,15000,1,1,1,-79.91929,-2.15069,40.1999988555908,17.3249998092651,7.04999995231628
"290",46693,11,1,11,"2016-04-29",174,"Media",1,1,4,0,0,3,1,1,1,1,1,0,0,1,45000,1,0,1,-79.91738,-2.105059,17.3249998092651,7.04999995231628,0
"291",46692,1,1,1,"2016-04-29",174,"Media",1,1,6,0,0,2,1,1,1,1,1,1,0,1,125000,0,0,1,-79.91759,-2.15017,17.3249998092651,7.04999995231628,0
"292",46712,66,1,66,"2016-05-02",175,"Media",1,1,7,0,0,4,1,1,0,1,1,1,0,1,32000,1,0,1,-79.91822,-2.15094,40.1999988555908,17.3249998092651,7.04999995231628
"293",45978,4,1,4,"2016-05-11",176,"Media",1,3,2,0,0,3,NA,1,0,1,1,1,0,1,36000,0,1,1,-79.91661,-2.1508,4.125,40.1999988555908,17.3249998092651
"294",45919,7,1,7,"2016-05-10",176,"Media",1,1,4,0,0,4,1,1,0,0,0,1,0,1,1000,1,1,1,-79.91653,-2.15031,4.125,40.1999988555908,17.3249998092651
"295",46698,136,3,45.3333333333333,"2016-04-29",174,"Media",0,0,2,0,0,3,1,1,0,0,0,0,1,1,36666.6666666667,1,0,3,-79.91718,-2.15058,17.3249998092651,7.04999995231628,0
"296",3972,1,1,1,"2014-06-24",78,"Baja",1,NA,2,0,0,3,1,0,0,0,1,1,0,1,52510,1,0,1,-79.99625,-2.11709,0,0,0
"297",3902,6,1,6,"2014-06-23",78,"Baja",1,NA,3,0,NA,3,1,0,0,0,1,1,0,1,26255,1,0,1,-79.99318,-2.12367,0,0,0
"298",4086,4,1,4,"2014-06-26",78,"Baja",1,NA,2,0,0,3,1,0,0,0,1,1,0,1,124362,1,0,1,-79.99768,-2.11876,0,0,0
"299",4143,4,1,4,"2014-06-27",78,"Baja",1,NA,3,0,0,3,1,0,0,0,1,1,0,1,312000,1,0,1,-79.9987,-2.11904,0,0,0
"300",4078,3,1,3,"2014-06-26",78,"Baja",1,2,2,0,0,3,1,0,0,0,1,1,0,1,354816,1,0,1,-79.99786,-2.1191,0,0,0
"301",3901,2,1,2,"2014-06-23",78,"Baja",1,NA,4,0,NA,3,1,0,0,0,1,1,0,1,17710,1,1,1,-79.99352,-2.12393,0,0,0
"302",15464,10,1,10,"2015-01-19",108,"Media",1,1,1,1,12,4,1,1,0,0,1,1,0,1,73600,1,0,1,-79.94061,-2.08476,15.5099998474121,0.629999995231628,9.70999984741211
"303",13727,4,1,4,"2014-12-03",101,"Media",1,0,1,0,0,3,1,1,0,0,0,0,0,1,12005,1,1,1,-79.91547,-2.08649,0,0,0
"304",47131,6,1,6,"2016-06-03",179,"Baja",1,0,3,0,0,3,1,0,1,1,0,1,0,1,90750,1,NA,1,-79.967382,-2.124495,0.583013382269444,0.233270604050988,0.952318774351694
"305",47185,6,1,6,"2016-06-08",180,"Baja",1,2,4,0,0,3,0,0,0,0,0,1,0,1,300,1,1,146,-79.96637,-2.12365,0,0.583013382269444,0.233270604050988
"306",47199,59,1,59,"2016-06-03",179,"Baja",1,0,6,0,0,3,1,0,0,0,0,1,0,1,9000,1,0,1,-79.967667,-2.126442,0.583013382269444,0.233270604050988,0.952318774351694
"307",47111,47,2,23.5,"2016-06-03",179,"Baja",1,0,3,0,0,3,1,0,0,0,0,1,0,1,162500,NA,0,2,-79.9679,-2.125,0.583013382269444,0.233270604050988,0.952318774351694
"308",46911,50,1,50,"2016-05-31",179,"Baja",1,0,5,0,0,3,NA,0,1,0,0,1,0,NA,211750,1,0,1,-79.96852,-2.12098,0.583013382269444,0.233270604050988,0.952318774351694
"309",47028,15,1,15,"2016-06-02",179,"Baja",1,1,2,0,0,3,1,0,0,1,0,1,1,1,10000,1,1,1,-79.9671,-2.12268,0.583013382269444,0.233270604050988,0.952318774351694
"310",47045,94,1,94,"2016-06-07",180,"Baja",1,7,4,0,0,3,1,0,0,0,0,1,0,1,181500,1,0,1,-79.966957,-2.126447,0,0.583013382269444,0.233270604050988
"311",47224,219,1,219,"2016-06-08",180,"Baja",1,1,4,0,0,3,1,0,0,0,1,1,1,NA,27000,1,1,1,-79.96677,-2.12349,0,0.583013382269444,0.233270604050988
"312",47225,3,1,3,"2016-06-03",179,"Baja",1,0,3,0,0,3,1,0,0,1,0,1,0,1,157300,0,0,1,-79.967675,-2.126707,0.583013382269444,0.233270604050988,0.952318774351694
"313",47353,151,3,50.3333333333333,"2016-06-10",180,"Baja",1,0,1,0,0,3,1,0,0,0,0,1,1,1,398,1,1,3,-79.96689,-2.12126,0,0.583013382269444,0.233270604050988
"314",47402,12,1,12,"2016-06-10",180,"Baja",1,1,3,0,0,3,0,0,0,0,0,1,0,0,151250,1,0,1,-79.96822,-2.12081,0,0.583013382269444,0.233270604050988
"315",2,2,1,2,"2014-03-17",64,"Media",1,3,4,0,0,3,1,1,0,0,0,0,0,1,200,1,0,1,-79.95993,-2.10341,1.60000002384185,0.699999988079071,5.73010326115053
"316",23,13,2,6.5,"2014-03-17",64,"Media",1,3,2,0,0,3,1,1,0,0,0,0,0,1,175,1,0,69,-79.95993,-2.10341,1.60000002384185,0.699999988079071,5.73010326115053
"317",41,3,1,3,"2014-03-17",64,"Media",1,0,1,0,0,3,1,1,0,0,1,0,0,1,200,1,1,68,-79.95993,-2.10341,1.60000002384185,0.699999988079071,5.73010326115053
"318",48095,4,1,4,"2016-08-11",189,"Media",1,0,2,0,0,3,1,0,1,1,0,1,0,0,288,1,1,1,-79.95038,-2.10139,0.152180616640319,0,0.25
"319",48107,31,2,15.5,"2016-08-11",189,"Media",1,2,3,0,0,4,1,0,1,1,0,1,0,1,13375,1,0,2,-79.95106,-2.1163,0.152180616640319,0,0.25
"320",48125,127,1,127,"2016-08-15",190,"Media",1,1,4,0,0,3,1,1,1,0,0,1,1,0,62500,0,0,1,-79.95175,-2.10228,0,0.152180616640319,0
"321",48139,3,1,3,"2016-08-15",190,"Media",1,2,2,0,0,3,1,1,0,1,0,0,0,1,121000,1,0,1,-79.9521,-2.10117,0,0.152180616640319,0
"322",48175,25,1,25,"2016-08-16",190,"Media",1,2,8,1,10,4,0,0,0,1,0,1,0,1,2000,0,1,1,-79.95248,-2.10181,0,0.152180616640319,0
"323",48188,26,1,26,"2016-08-16",190,"Media",1,5,10,0,0,4,1,1,0,1,0,1,0,0,25000,0,0,1,-79.95288,-2.10158,0,0.152180616640319,0
"324",48191,18,1,18,"2016-08-16",190,"Media",1,1,2,1,2,3,1,1,0,0,0,1,0,1,144000,1,0,1,-79.95284,-2.10113,0,0.152180616640319,0
"325",7714,18,1,18,"2014-09-15",90,"Baja",1,0,6,1,6,4,NA,0,0,0,1,1,0,1,40560,1,0,1,-79.95956,-2.09777,8.37120825987696,0,0
"326",14490,32,1,32,"2014-09-18",90,"Baja",0,1,2,1,6,3,1,0,0,0,1,1,0,1,53824,1,0,1,-79.95915,-2.0976,8.37120825987696,0,0
"327",7711,1,1,1,"2014-09-15",90,"Baja",1,0,4,1,6,3,1,0,0,0,1,1,0,1,19494,1,NA,1,-79.95981,-2.09796,8.37120825987696,0,0
"328",7719,4,1,4,"2014-09-15",90,"Baja",1,2,5,0,0,3,1,0,0,0,0,1,0,1,181500,1,0,1,-79.96015,-2.1005,8.37120825987696,0,0
"329",14570,2,1,2,"2014-09-18",90,"Baja",1,1,6,1,12,4,1,0,0,0,1,1,0,1,17920,1,0,1,-79.95933,-2.09812,8.37120825987696,0,0
"330",7801,14,1,14,"2014-09-17",90,"Baja",1,3,2,1,12,3,1,0,1,0,1,1,0,1,201438,1,0,1,-79.95902,-2.09707,8.37120825987696,0,0
"331",14671,13,1,13,"2014-09-19",90,"Baja",NA,3,3,1,6,3,1,0,0,0,0,1,0,1,33640,1,NA,1,-79.95975,-2.10021,8.37120825987696,0,0
"332",14546,9,1,9,"2014-09-18",90,"Baja",0,1,5,1,6,4,1,0,0,0,1,1,0,1,338688,1,0,1,-79.95921,-2.09782,8.37120825987696,0,0
"333",7723,70,1,70,"2014-09-15",90,"Baja",1,0,2,1,12,3,1,0,0,1,1,1,1,0,42250,1,1,1,-79.96015,-2.1005,8.37120825987696,0,0
"334",14554,10,1,10,"2014-09-18",90,"Baja",1,0,2,1,12,3,1,0,0,0,1,1,0,1,222024,1,0,1,-79.95905,-2.09778,8.37120825987696,0,0
"335",14509,7,1,7,"2014-09-18",90,"Baja",1,0,5,1,12,3,1,0,0,0,1,1,0,1,486,0,1,1,-79.95935,-2.09771,8.37120825987696,0,0
"336",14753,2,1,2,"2014-09-19",90,"Baja",1,2,2,0,12,3,1,0,0,0,1,1,0,1,205700,0,0,1,-79.95979,-2.1007,8.37120825987696,0,0
"337",14457,5,1,5,"2014-09-18",90,"Baja",1,0,1,1,12,3,1,0,0,0,1,1,0,1,111012,1,0,1,-79.95911,-2.09743,8.37120825987696,0,0
"338",7737,1,1,1,"2014-09-16",90,"Baja",1,1,2,1,7,3,1,0,0,0,1,1,0,1,1658944,1,1,1,-79.95963,-2.09723,8.37120825987696,0,0
"339",14695,15,1,15,"2014-09-19",90,"Baja",1,3,4,1,12,4,1,0,1,0,1,1,0,1,75088,1,0,1,-79.9599,-2.10041,8.37120825987696,0,0
"340",14763,11,1,11,"2014-09-19",90,"Baja",1,0,2,1,12,3,1,0,0,0,1,1,0,1,144256,1,0,1,-79.95985,-2.1012,8.37120825987696,0,0
"341",7730,36,1,36,"2014-09-16",90,"Baja",1,0,4,1,6,2,0,0,NA,0,1,1,0,1,2700,1,0,1,-79.9541,-2.09776,8.37120825987696,0,0
"342",14749,8,1,8,"2014-09-19",90,"Baja",1,1,3,1,12,3,1,0,0,0,0,1,0,1,242208,0,0,1,-79.95979,-2.1007,8.37120825987696,0,0
"343",7772,94,3,31.3333333333333,"2014-09-17",90,"Baja",1,2,3,1,6,3,1,0,1,0,1,1,0,1,46428,NA,0,3,-79.95917,-2.09543,8.37120825987696,0,0
"344",14717,31,1,31,"2014-09-19",90,"Baja",NA,1,3,1,12,4,1,0,0,0,1,1,0,1,3300,1,1,1,-79.95979,-2.1007,8.37120825987696,0,0
"345",7246,2,1,2,"2013-02-20",8,"Media",1,4,4,0,0,3,1,0,0,0,0,0,0,0,600,1,0,146,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"346",7160,2,1,2,"2013-02-19",8,"Media",1,0,3,0,0,3,1,1,0,0,0,0,0,0,5000,1,0,119,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"347",7147,3,1,3,"2013-02-19",8,"Media",1,NA,4,0,0,3,0,0,1,0,0,0,0,0,100,1,0,7,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"348",7275,1,1,1,"2013-02-20",8,"Media",1,NA,4,0,0,3,1,0,0,0,0,0,0,0,200,1,0,12,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"349",7194,13,4,3.25,"2013-02-20",8,"Media",1,1,4,0,0,3,0,0,0,0,0,0,0,0,1250,1,0,364,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"350",347,1,1,1,"2014-03-26",65,"Media",1,NA,4,0,0,3,1,1,0,0,1,0,0,1,100,1,0,106,-79.91406,-2.19817,16.5271577741583,0.296036264482842,1.4366146130431
"351",264,2,1,2,"2014-03-25",65,"Media",1,NA,6,0,0,3,1,1,0,0,0,0,0,0,3,1,1,92,-79.91406,-2.19817,16.5271577741583,0.296036264482842,1.4366146130431
"352",30743,3,1,3,"2013-02-08",6,"Media",1,0,3,0,0,3,1,NA,NA,NA,NA,0,NA,NA,0,0,0,68,-79.91934,-2.19131,9.06192692289411,0,0.200000002980232
"353",30703,1,1,1,"2013-02-07",6,"Media",1,3,3,0,0,3,1,NA,NA,NA,NA,0,NA,NA,0,1,1,13,-79.91934,-2.19131,9.06192692289411,0,0.200000002980232
"354",2177,2,1,2,"2014-02-28",61,"Media",1,0,2,0,0,3,1,1,0,0,1,0,1,1,3,1,0,92,-79.91182,-2.12645,20.7028108886981,0.575034102670684,10.7423152365361
"355",2036,1,1,1,"2014-02-25",61,"Media",1,0,1,0,0,3,1,1,0,0,1,0,0,1,2,1,1,64,-79.91182,-2.12645,20.7028108886981,0.575034102670684,10.7423152365361
"356",2061,1,1,1,"2014-02-26",61,"Media",1,0,1,0,0,3,1,1,0,0,0,0,0,1,0,1,1,1,-79.91182,-2.12645,20.7028108886981,0.575034102670684,10.7423152365361
"357",2146,5,1,5,"2014-02-27",61,"Media",1,0,3,0,0,3,1,1,0,0,1,0,1,0,8,1,1,137,-79.91182,-2.12645,20.7028108886981,0.575034102670684,10.7423152365361
"358",2024,7,1,7,"2014-02-25",61,"Media",1,0,4,0,0,3,1,1,0,0,1,0,0,1,2,1,0,64,-79.91182,-2.12645,20.7028108886981,0.575034102670684,10.7423152365361
"359",2096,17,1,17,"2014-02-26",61,"Media",1,1,3,0,0,3,0,0,0,0,1,0,0,0,4,1,0,104,-79.91182,-2.12645,20.7028108886981,0.575034102670684,10.7423152365361
"360",24940,1,1,1,"2013-10-16",42,"Media",NA,4,4,0,NA,3,1,NA,0,0,1,0,1,NA,0,1,0,1,-79.91096,-2.11659,3.01619484576651,0.200000002980232,0
"361",47399,2,1,2,"2016-05-30",179,"Media",1,1,4,0,0,4,1,1,0,0,0,0,1,1,272250,1,0,1,-79.91151,-2.12007,0.633647172416335,0.213390913005411,0.989106345578593
"362",3165,3,2,1.5,"2014-06-09",76,"Media",1,6,8,0,0,3,1,1,0,0,1,1,0,1,70938,1,0,2,-79.8775,-2.2535,0,0.194617777077279,0
"363",3186,3,1,3,"2014-06-09",76,"Media",1,NA,1,0,0,3,1,1,0,0,1,1,0,1,2160,1,1,1,-79.8753,-2.25325,0,0.194617777077279,0
"364",3319,2,1,2,"2014-06-12",76,"Media",1,NA,2,0,0,3,1,1,0,0,1,1,0,0,332196,1,0,1,-79.87098,-2.25541,0,0.194617777077279,0
"365",3325,3,1,3,"2014-06-12",76,"Media",1,6,7,0,0,3,1,1,0,0,1,1,0,1,191400,0,0,1,-79.87103,-2.25486,0,0.194617777077279,0
"366",3234,2,1,2,"2014-06-10",76,"Media",1,4,6,0,0,3,1,1,0,0,1,1,0,1,10800,1,0,1,-79.87451,-2.25599,0,0.194617777077279,0
"367",3312,10,1,10,"2014-06-12",76,"Media",1,5,2,0,0,3,1,1,0,0,1,1,1,1,3500,1,1,1,-79.87052,-2.25582,0,0.194617777077279,0
"368",3166,2,1,2,"2014-06-09",76,"Media",1,1,6,0,0,3,1,1,0,0,1,1,1,1,13500,1,0,1,-79.8776,-2.2536,0,0.194617777077279,0
"369",3240,7,2,3.5,"2014-06-10",76,"Media",1,1,6,0,0,3,1,1,0,0,1,1,0,1,153966,1,0,2,-79.87359,-2.25567,0,0.194617777077279,0
"370",9019,2,1,2,"2014-11-25",100,"Media",1,0,4,1,8,3,1,1,0,0,0,0,0,1,64980,0,0,1,-79.93264,-2.22826,0,0,0
"371",8890,144,1,144,"2014-11-24",100,"Media",1,2,3,1,24,3,1,1,1,0,1,1,0,1,117740,1,0,1,-79.93365,-2.22814,0,0,0
"372",9570,10,1,10,"2014-12-01",101,"Media",1,2,4,1,12,3,1,1,1,0,1,1,0,1,427128,1,1,1,-79.93612,-2.22749,0,0,0
"373",8791,821,1,821,"2014-11-24",100,"Media",1,2,1,0,6,3,1,0,0,0,1,0,0,1,181656,0,0,1,-79.93314,-2.22913,0,0,0
"374",9503,270,1,270,"2014-12-01",101,"Media",1,0,5,1,12,3,1,1,1,0,1,1,0,1,297000,1,0,1,-79.93516,-2.22851,0,0,0
"375",8770,7,1,7,"2014-11-24",100,"Media",1,2,2,1,12,3,1,1,0,0,1,0,0,1,168200,0,0,1,-79.93314,-2.22913,0,0,0
"376",8846,16,1,16,"2014-11-24",100,"Media",1,0,4,1,24,3,1,1,0,0,1,0,0,1,99405,0,0,1,-79.93333,-2.22308,0,0,0
"377",9092,74,1,74,"2014-11-25",100,"Media",1,0,2,1,12,3,1,1,0,0,0,0,0,1,51984,1,0,1,-79.93308,-2.22778,0,0,0
"378",8997,7,1,7,"2014-11-25",100,"Media",1,2,3,1,8,3,1,1,1,0,0,0,1,1,980,0,0,1,-79.93264,-2.22829,0,0,0
"379",9448,7,1,7,"2014-11-28",100,"Media",1,1,4,1,24,3,0,1,0,0,1,1,0,0,243670,0,0,146,-79.93256,-2.22713,0,0,0
"380",9194,7,1,7,"2014-11-27",100,"Media",1,2,2,1,12,3,1,1,1,0,1,1,0,1,282576,1,0,1,-79.93621,-2.22541,0,0,0
"381",9436,20,1,20,"2014-11-28",100,"Media",1,1,2,1,8,3,1,0,NA,0,0,0,0,1,640,0,0,1,-79.93468,-2.22916,0,0,0
"382",9235,64,1,64,"2014-11-27",100,"Media",1,0,5,1,12,3,1,1,0,0,1,1,0,1,99225,1,0,1,-79.93763,-2.22461,0,0,0
"383",2245,1,1,1,"2014-05-05",71,"Baja",1,NA,3,0,0,3,1,1,0,0,1,1,0,1,200,1,1,68,-79.91574,-2.24302,40.5392356078982,18.3916150567124,13.1224641646427
"384",46451,12,1,12,"2016-03-14",168,"Media",1,3,5,0,0,3,1,1,0,0,0,0,0,0,1012.5,1,1,1,-79.8889,-2.26823,0,2.51184126729227,0.938179418578818
"385",46568,13,1,13,"2016-03-09",167,"Media",1,2,5,0,0,3,1,1,0,1,0,1,0,1,14850,1,0,1,-79.87861,-2.26724,2.51184126729227,0.938179418578818,2.28072195316653
"386",46393,3,1,3,"2016-03-17",168,"Media",1,1,3,0,0,4,NA,1,1,1,1,0,0,1,10000,1,1,1,-79.88303,-2.26746,0,2.51184126729227,0.938179418578818
"387",46470,5,1,5,"2016-03-17",168,"Media",1,1,4,0,0,3,NA,1,0,1,1,0,0,1,75,1,1,1,-79.88044,-2.26676,0,2.51184126729227,0.938179418578818
"388",6828,3,1,3,"2013-01-28",5,"Media",1,2,4,0,0,2,1,0,0,0,0,0,0,0,0,1,0,146,-79.8789,-2.26599,0,1.39999997615814,0
"389",13553,76,1,76,"2014-12-08",102,"Media",1,0,2,0,24,7,0,0,0,0,1,1,0,1,2178,1,1,1,-79.87811,-2.26591,0,0,0
"390",46475,14,1,14,"2016-03-14",168,"Media",1,0,1,0,0,4,NA,1,1,1,1,1,0,1,50000,1,0,1,-79.88721,-2.26822,0,2.51184126729227,0.938179418578818
"391",13597,2,1,2,"2014-12-08",102,"Media",1,0,4,1,7,4,0,1,0,0,1,0,0,1,124800,0,0,1,-79.87976,-2.26622,0,0,0
"392",13692,56,1,56,"2014-12-09",102,"Media",1,0,2,1,24,3,1,1,0,0,1,0,0,1,54925,1,1,1,-79.88586,-2.2671,0,0,0
"393",46494,1,1,1,"2016-03-18",168,"Media",1,2,2,0,0,4,1,1,0,1,1,1,1,1,101250,1,0,1,-79.8795,-2.26675,0,2.51184126729227,0.938179418578818
"394",46498,586,1,586,"2016-03-14",168,"Media",1,3,2,0,0,4,0,1,1,1,0,1,0,1,10,1,1,1,-79.88569,-2.26761,0,2.51184126729227,0.938179418578818
"395",46547,142,1,142,"2016-03-21",169,"Media",1,0,2,0,0,3,1,1,1,1,1,1,0,1,1250,1,1,1,-79.87805,-2.26794,10.8406878644379,0,2.51184126729227
"396",46402,48,3,16,"2016-03-17",168,"Media",1,0,4,0,0,4,NA,1,1,1,1,1,0,1,66799,NA,0,3,-79.88112,-2.26751,0,2.51184126729227,0.938179418578818
"397",13756,21,1,21,"2014-12-09",102,"Media",1,0,1,1,6,4,1,1,1,0,1,1,1,1,255664,1,0,1,-79.88506,-2.26695,0,0,0
"398",46864,47,1,47,"2016-03-09",167,"Media",1,2,7,0,0,4,1,1,1,1,1,0,0,1,6000,1,0,1,-79.88132,-2.26745,2.51184126729227,0.938179418578818,2.28072195316653
"399",46890,37,1,37,"2016-03-10",167,"Media",1,2,3,0,0,3,NA,NA,1,1,1,0,1,0,8000,NA,1,1,-79.88387,-2.26822,2.51184126729227,0.938179418578818,2.28072195316653
"400",46387,3,1,3,"2016-03-17",168,"Media",1,4,5,0,0,4,NA,1,0,1,1,1,1,1,25000,1,1,1,-79.88308,-2.26736,0,2.51184126729227,0.938179418578818
"401",46480,39,1,39,"2016-03-14",168,"Media",1,2,3,0,0,3,NA,1,1,1,1,1,0,1,12000,1,1,1,-79.88721,-2.26798,0,2.51184126729227,0.938179418578818
"402",46350,6,1,6,"2016-03-16",168,"Media",1,2,12,0,0,3,1,NA,0,1,1,0,1,1,80000,1,0,1,-79.88475,-2.26762,0,2.51184126729227,0.938179418578818
"403",46749,3,1,3,"2016-03-09",167,"Media",1,1,3,0,0,3,1,1,1,0,0,1,0,1,3000,1,1,1,-79.8808,-2.26766,2.51184126729227,0.938179418578818,2.28072195316653
"404",46767,6,1,6,"2016-03-09",167,"Media",1,3,4,0,0,4,1,1,0,1,1,1,0,1,3000,1,1,1,-79.88004,-2.26774,2.51184126729227,0.938179418578818,2.28072195316653
"405",13637,1144,1,1144,"2014-12-08",102,"Media",1,0,7,1,4,3,1,1,1,0,1,1,1,1,67280,1,1,1,-79.88123,-2.26621,0,0,0
"406",14186,5,1,5,"2014-12-11",102,"Media",1,1,4,1,12,3,1,1,0,0,1,1,0,1,134560,1,0,1,-79.88567,-2.26922,0,0,0
"407",46465,73,1,73,"2016-03-14",168,"Media",1,0,5,0,0,4,NA,1,1,1,1,1,0,0,1500,1,1,1,-79.88716,-2.26776,0,2.51184126729227,0.938179418578818
"408",6847,1,1,1,"2013-01-29",5,"Media",1,1,3,0,NA,2,1,1,0,1,0,0,0,0,216000,1,0,146,-79.8789,-2.26599,0,1.39999997615814,0
"409",46479,104,1,104,"2016-03-18",168,"Media",1,4,9,0,0,4,1,1,1,1,1,NA,1,1,1012.5,1,1,1,-79.88005,-2.26681,0,2.51184126729227,0.938179418578818
"410",46343,2,1,2,"2016-03-16",168,"Media",1,1,5,0,0,3,0,1,1,1,1,1,0,1,1200,1,1,1,-79.8848,-2.26765,0,2.51184126729227,0.938179418578818
"411",14142,9,1,9,"2014-12-11",102,"Media",1,0,2,1,12,4,1,1,0,0,1,1,0,1,97470,0,0,1,-79.88697,-2.26935,0,0,0
"412",13584,2,1,2,"2014-12-08",102,"Media",1,2,6,0,24,3,1,1,0,0,1,1,0,1,72000,0,0,1,-79.87934,-2.26618,0,0,0
"413",46491,163,1,163,"2016-03-14",168,"Media",1,0,6,0,0,3,1,1,1,1,0,1,0,1,112.5,1,1,1,-79.88656,-2.26766,0,2.51184126729227,0.938179418578818
"414",46492,4,1,4,"2016-03-18",168,"Media",1,1,4,0,0,4,0,1,0,0,0,1,1,1,2500,1,1,1,-79.87993,-2.26678,0,2.51184126729227,0.938179418578818
"415",6870,2,1,2,"2013-01-29",5,"Media",1,1,3,0,NA,2,1,1,0,0,0,0,0,0,288000,1,0,146,-79.8789,-2.26599,0,1.39999997615814,0
"416",6835,1,1,1,"2013-01-28",5,"Media",1,1,2,0,0,2,1,1,0,1,0,0,0,0,0,1,0,116,-79.8789,-2.26599,0,1.39999997615814,0
"417",13954,123,1,123,"2014-12-10",102,"Media",1,1,3,1,12,3,1,1,0,0,1,1,0,1,30375,1,0,1,-79.8879,-2.26861,0,0,0
"418",13980,35,1,35,"2014-12-10",102,"Media",1,0,4,1,12,4,1,1,1,0,1,1,0,1,204687,1,0,1,-79.88726,-2.26845,0,0,0
"419",47014,7,1,7,"2016-03-10",167,"Media",1,1,4,0,0,4,1,1,1,1,1,1,0,1,375,1,1,1,-79.88645,-2.26582,2.51184126729227,0.938179418578818,2.28072195316653
"420",14014,128,1,128,"2014-12-10",102,"Media",1,2,2,1,12,4,1,1,0,0,1,1,0,1,48735,0,0,1,-79.88647,-2.26806,0,0,0
"421",46942,24,1,24,"2016-03-10",167,"Media",1,1,6,0,0,3,1,1,1,0,0,1,0,1,49,1,1,1,-79.88422,-2.26809,2.51184126729227,0.938179418578818,2.28072195316653
"422",46382,1,1,1,"2016-03-16",168,"Media",1,2,5,0,0,3,0,1,0,1,1,0,1,1,1250,1,1,1,-79.88318,-2.26743,0,2.51184126729227,0.938179418578818
"423",14165,2,1,2,"2014-12-11",102,"Media",1,1,5,1,12,3,1,1,0,0,1,0,0,1,810,0,0,1,-79.88673,-2.26936,0,0,0
"424",13999,182,1,182,"2014-12-10",102,"Media",1,2,2,1,12,4,1,1,0,0,1,1,0,1,50460,1,0,1,-79.8867,-2.26799,0,0,0
"425",46283,1,1,1,"2016-03-22",169,"Baja",1,3,4,0,0,3,1,1,1,0,1,1,0,1,1200000,1,0,1,-79.87581,-2.26434,20.7015761699939,1.43693079913687,1.53347362987473
"426",46269,1,1,1,"2016-03-22",169,"Baja",1,0,3,0,0,3,1,1,1,1,1,1,0,1,4800,1,1,1,999999,999999,20.7015761699939,1.43693079913687,1.53347362987473
"427",45408,5,2,2.5,"2016-04-15",172,"Baja",1,2,4,0,0,3,1,1,1,0,0,1,NA,1,96125,0,0,2,-79.87608,-2.27067,0.198422139705372,1.39892233149729,0.387048583310382
"428",46267,42,1,42,"2016-04-21",173,"Baja",1,1,2,0,0,3,1,1,1,1,1,1,0,1,36000,1,1,1,-79.87555,-2.269085,6.39449382376612,0.198422139705372,1.39892233149729
"429",45404,13,2,6.5,"2016-04-15",172,"Baja",1,2,3,0,0,3,1,1,1,0,0,1,0,1,136125,0,0,2,-79.87605,-2.27052,0.198422139705372,1.39892233149729,0.387048583310382
"430",46833,59,3,19.6666666666667,"2016-04-12",172,"Baja",1,1,5,0,0,3,NA,NA,0,0,0,1,1,1,87000,1,0,3,-79.14824,-2.26672,0.198422139705372,1.39892233149729,0.387048583310382
"431",46844,1,1,1,"2016-04-12",172,"Baja",1,6,3,0,0,6,NA,NA,0,0,0,1,0,1,242000,1,1,1,-79.87659,-2.26694,0.198422139705372,1.39892233149729,0.387048583310382
"432",46286,3,1,3,"2016-03-23",169,"Baja",1,1,3,0,0,3,1,1,1,1,1,1,1,1,90000,1,1,1,-79.87644,-2.2648,20.7015761699939,1.43693079913687,1.53347362987473
