"","IDP1","PupaeSum","NumCriaderos","PupaeIndex","LarvaePresence","NumChildren","NumAdults","InterruptFreq","InterruptDurHrs","TrashCollectPerWk","LargeSolidColl","SewerConn","FumigLWs","AbateLWs","BiolarvLWs","CanopyUse","ProtectMesh","BreedingSites","VolCriadero","OutsideLocation","DirtyWater","WaterVol","XCoord","YCoord","week0","week1","week2"
"452",46680,1,1,1,1,0,1,0,0,2,1,1,1,1,1,1,1,1,15,1,1,1,-79.9176,-2.15016,17.3249998092651,7.04999995231628,0
"453",1715,5,1,5,1,3,3,0,0,3,1,1,1,0,1,0,1,1,0,1,0,85,-79.92111,-2.14746,11.8249998092651,1.80000001192092,0
"454",46891,38,2,19,1,0,6,0,0,4,1,1,0,1,1,1,0,1,7900,1,1,2,-79.91929,-2.15069,40.1999988555908,17.3249998092651,7.04999995231628
"455",46897,8,2,4,1,0,2,0,0,4,1,1,1,1,1,1,0,1,5250,1,0,2,-79.91915,-2.15074,40.1999988555908,17.3249998092651,7.04999995231628
"456",46698,3,2,1.5,1,0,2,0,0,3,1,1,0,0,0,0,1,1,53000,1,0,2,-79.91718,-2.15058,17.3249998092651,7.04999995231628,0
"457",46955,1,1,1,1,1,3,0,0,4,1,1,0,0,0,1,0,1,18000,1,0,1,-79.92998,-2.45005,40.1999988555908,17.3249998092651,7.04999995231628
"458",45978,1,1,1,1,3,2,0,0,3,0.64,1,0,1,1,1,0,1,36000,0,1,1,-79.91661,-2.1508,4.125,40.1999988555908,17.3249998092651
"459",42923,22,1,22,1,1,5,1,24,0,0,0,0,0,1,1,0,1,288000,1,0,1,-79.97884,-2.11707,0,0,0.049425352428284
"460",42929,32,1,32,1,2,4,1,24,0,0,0,0,0,1,1,0,1,288000,1,0,1,-79.97836,-2.11765,0,0,0.049425352428284
"461",42934,3,1,3,1,2.16769047619048,4,1,24,0,0,0,0,0,1,1,0,1,180000,1,0,1,-79.98111,-2.11655,0,0,0.049425352428284
"462",42926,22,1,22,1,5,2,1,24,0,0,0,0,0,1,1,0,1,252000,1,0,1,-79.97782,-2.11767,0,0,0.049425352428284
"463",42895,2,1,2,1,1.71678571428571,5,1,24,0,0,0,0,0,1,1,0,1,125,0,1,1,-79.97773,-2.11871,0,0,0.049425352428284
"464",42944,15,1,15,1,1,3,1,24,0,0,1,0,0,1,1,0,1,252000,1,0,1,-79.97894,-2.11833,0,0,0.050000000745058
"465",42953,4,1,4,1,3,3,1,24,0,0,1,0,0,1,1,0,1,252000,1,0,1,-79.98109,-2.11527,0,0,0.050000000745058
"466",4086,9,1,9,1,2.21757142857143,2,0,0,3,1,0,0,0,1,1,0,1,124362,1,0,1,-79.99768,-2.11876,0,0,0
"467",3901,8,1,8,1,1.698375,4,0,1.05,3,1,0,0,0,1,1,0,1,17710,1,1,1,-79.99352,-2.12393,0,0,0
"468",3900,7,1,7,1,2.008375,2,0,1.2,3,1,0,0,0,1,1,0,1,21004,1,0,1,-79.99356,-2.12385,0,0,0
"469",3972,2,1,2,1,2.20923809523809,2,0,0,3,1,0,0,0,1,1,0,1,52510,1,0,1,-79.99625,-2.11709,0,0,0
"470",4020,10,1,10,1,2.45607142857143,4,0,0,3,1,0,0,0,1,1,0,1,112000,0,0,1,-79.99545,-2.12384,0,0,0
"471",13727,1,1,1,1,0,1,0,0,3,1,1,0,0,0,0,0,1,12005,1,1,1,-79.91547,-2.08649,0,0,0
"472",31279,5,1,5,0.99,0,2,0,0,3,1,0,0,1,0.916333333333333,0,0.265,0.47,0,1,0,105,-79.95578,-2.13239,0,0,1.45000004768371
"473",31390,8,2,4,1,5,2,0,0,3,1,0,0,1,0.796333333333333,0,0.25,0.62,0,1,0,2,-79.95578,-2.13239,0,0,1.45000004768371
"474",31322,67,2,33.5,1,2,2,0,0,3,1,0,0,0.83,1,0,0.3,0.54,0,1,0,93,-79.95578,-2.13239,0,0,1.45000004768371
"475",31332,1,1,1,1,3,2,0,0,3,1,0,0,0.73,1,0,0.2625,0.52,0,1,0,13,-79.95578,-2.13239,0,0,1.45000004768371
"476",31156,6,1,6,1,0,1,0,0,3,1,0,0,0.66,1,0,0.315,0.59,0,1,0,1,-79.95578,-2.13239,0,0,1.45000004768371
"477",42848,19,1,19,1,1.36916666666667,5,1,24,0,0,0,0,0,1,1,0,1,180000,1,0,1,-79.94933,-2.13163,0,0,0.050000000745058
"478",31163,2,1,2,1,3,4,0,0,3,1,0,0.07,0,0,0,0.2625,0.59,0,1,0,1,-79.95578,-2.13239,0,0,1.45000004768371
"479",42871,13,1,13,1,1.46416666666667,2,1,24,0,0,0,0,0,1,1,0,1,252000,1,0,1,-79.95026,-2.13233,0,0,0.050000000745058
"480",31210,5,1,5,1,3,4,0,0,3,0,0,0,0.64,0.866333333333333,0,0.29,0.48,0,1,1,102,-79.95578,-2.13239,0,0,1.45000004768371
"481",31312,30,1,30,1,0,4,0,0,3,1,0,0,0.68,1,0,0.325,0.46,0,1,0,92,-79.95578,-2.13239,0,0,1.45000004768371
"482",30984,10,1,10,0,2,2,0,0,3,1,0,0,0.72,1,0,0.29,0.63,0,0,0,1,-79.95578,-2.13239,0,0,1.45000004768371
"483",30925,20,2,10,1,0,3,0,0,3,1,0,0,0.66,1,0,0.265,0.45,0,1,0,25,-79.95578,-2.13239,0,0,1.45000004768371
"484",42849,21,1,21,1,1,2,1,24,0,0,0,0,0,1,1,0,1,343,0,0,1,-79.94958,-2.13034,0,0,0.050000000745058
"485",42884,13,1,13,0,1,3,1,24,0,0,0,0,0,1,1,0,1,216000,1,0,1,-79.95042,-2.13187,0,0,0.050000000745058
"486",31009,7,1,7,1,3,2,0,0,3,1,0,0,0.72,1,0,0.3,0.53,0,1,0.07,64,-79.95578,-2.13239,0,0,1.45000004768371
"487",31096,63,1,63,1,3,2,0,0,3,1,0,0,1,0.878333333333333,0,0.33,0.65,0,1,0,1,-79.95578,-2.13239,0,0,1.45000004768371
"488",31511,60,1,60,0.98,2,2,0,0,3,1,0,0,1,0.886333333333333,0,0.3,0.54,0,1,0,18,-79.95578,-2.13239,0,0,1.45000004768371
"489",41576,16,1,16,1,1,4,1,2,3,0,1,0,0,1,1,1,0,1125,1,0,1,-79.13525,-2.1352,0,7.73339762408311,0
"490",47185,8,1,8,1,2,4,0,0,3,0,0,0,0,0,1,0,1,300,1,1,146,-79.96637,-2.12365,0,0.583013382269444,0.233270604050988
"491",47045,1,1,1,1,7,4,0,0,3,1,0,0,0,0,1,0,1,181500,1,0,1,-79.966957,-2.126447,0,0.583013382269444,0.233270604050988
"492",46911,2,1,2,1,0,5,0,0,3,0.92,0,1,0,0,1,0,0.91,211750,1,0,1,-79.96852,-2.12098,0.583013382269444,0.233270604050988,0.952318774351694
"493",47330,1,1,1,1,1,1,0,0,3,1,0,0,0,1,1,0,1,225000,1,0,1,-79.96709,-2.1214,0,0.583013382269444,0.233270604050988
"494",47353,1,1,1,1,0,1,0,0,3,1,0,0,0,0,1,1,1,300,1,1,1,-79.96689,-2.12126,0,0.583013382269444,0.233270604050988
"495",47111,3,2,1.5,1,0,3,0,0,3,1,0,0,0,0,1,0,1,162500,0.94,0,2,-79.9679,-2.125,0.583013382269444,0.233270604050988,0.952318774351694
"496",47224,62,1,62,1,1,4,0,0,3,1,0,0,0,1,1,1,0.78,27000,1,1,1,-79.96677,-2.12349,0,0.583013382269444,0.233270604050988
"497",29422,13,2,6.5,1,0,5,0,0.0799999999999965,2.92,0.99,0.77,0,0,0.12,0,0.19,0.108,0,1,0,135,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"498",29403,24,1,24,1,3,1,0,0.159999999999997,3,1,0.74,1,0,0.13,0,0.24,0.17,0,1,0,92,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"499",29410,39,1,39,1,2,5,0,0.109999999999997,2.92,1,0.72,0,0,0.14,0,0.14,0.18,0,1,0,68,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"500",29413,7,1,7,1,1,2,0,0.0799999999999966,2.93,0.99,0.73,0,0,0.12,0,0.19,0.0999999999999999,0,1,0,95,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"501",29551,20,1,20,1,3,5,0,-3.60600438398251e-15,3,1,0.75,0.476666666666667,0.19,0.1,0,0.16,0.14,0,1,0,23,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"502",29510,17,1,17,1,1,5,0,0,3,1,0.77,1,0,0,0,0.21,0.15,0,1,1,23,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"503",30147,38,1,38,1,0,1,0,0,3,1,0.79,1,0,0,0,0.24,0.198,0,1,1,23,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"504",29774,38,2,19,1,0,1,0,0,3,1,0.75,0.633809523809524,0,0.13,0,0.23,0.158,0,1,0,220,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"505",29792,30,1,30,1,1,3,0,0.0699999999999969,3,1,0.75,1,1,0.4,0,0.24,0.16,0,1,0,92,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"506",29648,6,1,6,1,3,6,0,-3.5704772471945e-15,3,1,0.72,0,0,0.12,0,0.12,0.12,0,1,0,137,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"507",29425,28,1,28,1,1,4,0,0.0699999999999969,3,1,0.71,1,0,0.17,0,0.26,0.17,0,1,0,83,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"508",29629,6,1,6,1,3,2,0,-3.45501405263349e-15,3,1,0.8,0.227857142857143,1,0.34,0,0.21,0.13,0,1,0,64,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"509",29518,6,1,6,1,2,3,0,0,3,1,0.77,0,0,0,0,0,0,0,1,0,23,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"510",29765,16,1,16,1,3,1,0,-3.43725048423948e-15,3,1,0.8,0,1,0.33,0,0.25,0.17,0,1,0,64,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"511",29626,5,1,5,1,1,2,0,-2.29594121492482e-15,3,0,0.8,0,1,0.42,0,0.25,0.15,0,0,0,12,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"512",29621,3,1,3,1,3,5,0,0.0799999999999967,2.9,0.99,0.79,0,0,0.18,0,0.25,0.13,0,1,1,12,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"513",29414,23,1,23,1,2,4,0,0.0699999999999966,1,0.93,0.7625,0,0.27,0.25,0,0.17,0.17,0,1,0,104,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"514",29613,76,1,76,1,3,2,0,0.559999999999998,3,1,0.76,0,0,0.23,0,0.24,0.25,0,1,0,83,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"515",30208,34,1,34,1,0,4,0,0,3,0.94,0.81,0,1,1,0,0.29,0.27,0,1,1,92,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"516",29824,5,1,5,1,3,2,0,0,3,1,0.81,1,1,0.35,0,0.24,0.14,0,1,0,29,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"517",29769,41,1,41,1,0,5,0,0.0299999999999969,3,1,0.74,1,0,0.18,0,0.25,0.188,0,1,0,68,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"518",30598,9,1,9,1,3,2,0,-3.5349501104065e-15,3,1,0.83,0,1,0.31,0,0.23,0.12,0,1,1,12,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"519",29753,81,2,40.5,1,0,2,0,0.239999999999998,3,1,0.75,1,1,0.4,0,0.23,0.158,0,1,0,254,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"520",29745,23,1,23,1,3,5,0,0.0599999999999966,3,1,0.71,1,0,0.12,0,0.18,0.15,0,1,0,117,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"521",29464,19,1,19,1,3,4,0,-3.539391002505e-15,3,0.93,0.85,0,1,0.37,0,0.28,0.17,0,1,0,7,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"522",29849,12,1,12,0.98,3,2,0,0,3,1,0.78,0,0,0,0,0.2,0.13,0,0.91,0.4775,12,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"523",30162,2,1,2,0.99,2,3,0,0,3,1,0.83,0,1,1,0,0.29,0.27,0,0,0,67,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"524",29451,36,2,18,1,2,2,0,0.0799999999999965,3,1,0.75,0,0,0.11,0,0.16,0.15,0,1,1,35,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"525",29480,42,2,21,1,1,2,0,-3.43725048423948e-15,3,1,0.76,0.31,0,0.08,0,0.19,0.15,0,1,1,35,-79.89714,-2.08552,8.4204299128185,22.8230906300463,50.2173133912283
"526",2,4,1,4,1,3,4,0,0,3,1,1,0,0,0,0,0,1,200,1,0,1,-79.95993,-2.10341,1.60000002384185,0.699999988079071,5.73010326115053
"527",6,22,2,11,1,0,4,0,0,3,1,1,0,0,1,0,0,1,200,1,0,2,-79.95993,-2.10341,1.60000002384185,0.699999988079071,5.73010326115053
"528",13,6,2,3,1,2,4,0,0,3,1,1,0,0,1,0,0,1,175,1,0,52,-79.95993,-2.10341,1.60000002384185,0.699999988079071,5.73010326115053
"529",23,54,2,27,1,3,2,0,0,3,1,1,0,0,0,0,0,1,175,1,0,69,-79.95993,-2.10341,1.60000002384185,0.699999988079071,5.73010326115053
"530",41,2,1,2,1,0,1,0,0,3,1,1,0,0,1,0,0,1,100,1,0,30,-79.95993,-2.10341,1.60000002384185,0.699999988079071,5.73010326115053
"531",48095,4,2,2,1,0,2,0,0,3,1,0,1,1,0,1,0,0,288,1,1,2,-79.95038,-2.10139,0.152180616640319,0,0.25
"532",48107,4,2,2,1,2,3,0,0,4,1,0,1,1,0,1,0,1,13375,1,0,2,-79.95106,-2.1163,0.152180616640319,0,0.25
"533",48125,14,1,14,1,1,4,0,0,3,1,1,1,0,0,1,1,0,62500,0,0,1,-79.95175,-2.10228,0,0.152180616640319,0
"534",48139,2,1,2,1,2,2,0,0,3,1,1,0,1,0,0,0,1,121000,1,0,1,-79.9521,-2.10117,0,0.152180616640319,0
"535",27220,3,1,3,1,3,2,0,0,1,1,0.53,0,1,1,0,0.3325,0.73,24000,1,0,1,-79.9532,-2.1011,0,0,1.51989664397478
"536",48188,4,1,4,1,5,10,0,0,4,1,1,0,1,0,1,0,0,25000,0,0,1,-79.95288,-2.10158,0,0.152180616640319,0
"537",28244,14,1,14,1,1,4,0,0,1,1,0.23,0,0.65,1,0,0.27,0.41,0,1,1,29,-79.9532,-2.1011,0,0,1.51989664397478
"538",28004,4,1,4,1,2,4,0,0,1,1,0.28,0,0.72,1,0,0.2925,0.46,0,1,0,68,-79.9532,-2.1011,0,0,1.51989664397478
"539",28206,8,1,8,1,3,3,0,0,1,1,0.516666666666667,0,0.636666666666667,1,0,0.31,0.79,96000,0,0,1,-79.9532,-2.1011,0,0,1.51989664397478
"540",48175,6,1,6,1,2,8,1,10,4,0,0,0,1,0,1,0,1,2000,0,1,1,-79.95248,-2.10181,0,0.152180616640319,0
"541",7716,8,1,8,1,0,3,1,9.995,7,1,0,0,0,1,1,1,1,6050,0,1,1,-79.96015,-2.1005,8.37120825987696,0,0
"542",14749,4,1,4,1,1,3,1,12,3,1,0,0,0,0,1,0,1,242208,0,0,1,-79.95979,-2.1007,8.37120825987696,0,0
"543",14717,11,1,11,0.98,1,3,1,12,4,1,0,0,0,1,1,0,1,3300,1,1,1,-79.95979,-2.1007,8.37120825987696,0,0
"544",7707,5,1,5,1,1,4,1,6,4,1,0,1,0,1,1,1,1,840,1,1,1,-79.95971,-2.09847,8.37120825987696,0,0
"545",7709,3,1,3,1,0,2,0,3.275,3.05190476190476,1,0,1,0,1,1,0,1,133100,1,0,1,-79.95964,-2.09825,8.37120825987696,0,0
"546",7705,4,1,4,1,0,3,1,6,4,1,0,0,0,1,1,0,1,441,1,1,1,-79.95995,-2.09862,8.37120825987696,0,0
"547",7700,3,1,3,1,0,4,1,12,3,1,0,0,0,1,1,0,1,256,0.59,0,1,-79.95995,-2.0986,8.37120825987696,0,0
"548",7739,1,1,1,1,1,5,1,6,3,1,0,0,0,1,1,0,1,134848,1,0,1,-79.95923,-2.09723,8.37120825987696,0,0
"549",7711,3,1,3,1,0,4,1,6,3,1,0,0,0,1,1,0,1,19494,1,0.306666666666667,1,-79.95981,-2.09796,8.37120825987696,0,0
"550",7714,6,1,6,1,0,6,1,6,4,0.94,0,0,0,1,1,0,1,40560,1,0,1,-79.95956,-2.09777,8.37120825987696,0,0
"551",14457,9,1,9,1,0,1,1,12,3,1,0,0,0,1,1,0,1,111012,1,0,1,-79.95911,-2.09743,8.37120825987696,0,0
"552",14490,24,1,24,0,1,2,1,6,3,1,0,0,0,1,1,0,1,53824,1,0,1,-79.95915,-2.0976,8.37120825987696,0,0
"553",7737,1,1,1,1,1,2,1,7,3,1,0,0,0,1,1,0,1,1658944,1,1,1,-79.95963,-2.09723,8.37120825987696,0,0
"554",14671,32,1,32,0.89,3,3,1,6,3,1,0,0,0,0,1,0,1,33640,1,0.278888888888889,1,-79.95975,-2.10021,8.37120825987696,0,0
"555",14570,16,1,16,1,1,6,1,12,4,1,0,0,0,1,1,0,1,17920,1,0,1,-79.95933,-2.09812,8.37120825987696,0,0
"556",14695,8,1,8,1,3,4,1,12,4,1,0,1,0,1,1,0,1,75088,1,0,1,-79.9599,-2.10041,8.37120825987696,0,0
"557",7778,10,2,5,1,0,2,0,12,3,1,0,1,0,1,1,0,1,6781,1,1,2,-79.95872,-2.09581,8.37120825987696,0,0
"558",14509,6,1,6,1,0,5,1,12,3,1,0,0,0,1,1,0,1,486,0,1,1,-79.95935,-2.09771,8.37120825987696,0,0
"559",7730,24,1,24,1,0,4,1,6,2,0,0,0.16,0,1,1,0,1,2700,1,0,1,-79.9541,-2.09776,8.37120825987696,0,0
"560",7719,3,1,3,1,2,5,0,0,3,1,0,0,0,0,1,0,1,181500,1,0,1,-79.96015,-2.1005,8.37120825987696,0,0
"561",7723,29,1,29,1,0,2,1,12,3,1,0,0,1,1,1,1,0,42250,1,1,1,-79.96015,-2.1005,8.37120825987696,0,0
"562",7122,25,2,12.5,1,3,2,0,0,3,0,0,0,0,0,0,0,0,5400,1,0,2,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"563",7149,11,1,11,1,0,2,0,0,3,0,0,1,0,0,0,0,0,3600,1,0,1,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"564",7110,7,1,7,1,1,1,0,0,3,0,0,0,0,0,0,0,0,3600,1,1,1,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"565",7266,10,1,10,1,2.09733333333333,2,0,0,3,1,0,0,0,0,0,0,0,700,1,0,130,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"566",7230,43,1,43,1,2,2,0,0,3,1,0,0,0,0,0,0,0,750,1,0,146,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"567",7137,11,1,11,1,3,3,0,0,3,0,1,0,1,0,0,0,0,3000,1,0,1,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"568",7238,12,3,4,1,2.28216666666667,4,0,0,3,1,0,0,0,0,0,0,0,2783.33333333333,1,0,156,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"569",7223,7,1,7,1,2.94583333333333,2,0,0,3,1,0,0,0,0,0,0,0,8064000,1,0,146,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"570",7139,6,1,6,1,4,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,146,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"571",7128,13,1,13,1,0,1,0,0,3,1,1,1,0,0,0,0,0,300,1,1,146,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"572",7155,12,1,12,0,2,3,0,0,3,1,1,0,0,0,0,0,0,0,0,0,146,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"573",7136,3,1,3,1,1.87,3,0,0,3,0,1,0,0,0,0,0,0,300,1,0,14,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"574",7194,67,8,8.375,1,1,4,0,0,3,0,0,0,0,0,0,0,0,975,1,0,675,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"575",7264,7,1,7,1,2,2,0,0,3,1,0,0,0,0,0,0,0,300,1,0,14,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"576",7094,23,1,23,1,2,2,0,0,3,1,0,0,0,0,0,0,0,2000,1,0,64,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"577",7147,5,2,2.5,1,2.06452380952381,4,0,0,3,0,0,1,0,0,0,0,0,100,1,0,14,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"578",7246,3,1,3,1,4,4,0,0,3,1,0,0,0,0,0,0,0,600,1,0,146,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"579",7261,14,1,14,1,2,2,0,0,3,1,0,0,0,0,0,0,0,7800,1,0,1,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"580",7288,45,1,45,0,2,5,0,0,3,1,0,0,0,0,0,0,0,300,1,1,14,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"581",7172,14,2,7,1,6,9,0,0,3,1,0,0,0,0,0,0,0,350,1,0,130,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"582",7275,64,2,32,1,2.05444444444444,4,0,0,3,1,0,0,0,0,0,0,0,2600,1,0,128,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"583",7097,1,1,1,1,1,2,0,0,3,0,0,0,0,0,0,0,0,6000,1,0,1,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"584",7189,15,1,15,1,1,4,0,0,3,0,0,1,0,1,0,0,0,2000,1,0,64,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"585",7291,28,1,28,1,5,4,0,0,3,1,0,0,0,0,0,0,0,6000,1,1,124,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"586",7109,134,3,44.6666666666667,1,1,2,0,0,3,0,0,0,0,0,0,0,0,2666.66666666667,1,1,248,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"587",7087,9,1,9,1,1,7,0,0,3,1,0,1,0,0,0,0,0,0,0,0,146,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"588",7082,36,1,36,1,0,4,0,0,3,0,0,0,1,0,0,0,0,3600,1,0,1,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"589",7158,5,1,5,1,8,12,0,0,3,1,0,0,0,0,0,0,0,500,1,0,118,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"590",7160,13,1,13,1,0,3,0,0,3,1,1,0,0,0,0,0,0,5000,1,0,119,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"591",7050,2,1,2,1,1.7375,5,0,0,3,1,1,0,0,1,0,0,0,0,1,0,96,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"592",4550,7,1,7,1,3,10,0,0,3,1,0,0,1,1,1,0,0,200,1,0,68,-79.93576,-2.20431,2.1365596929419,0,0
"593",41456,4,1,4,1,2,3,0,0,3,0,1,0,0,1,1,0,1,125,0,0,1,-79.93022,-2.19625,0.684661373147987,7.66762650944216,0
"594",264,5,2,2.5,1,1.71045238095238,6,0,0,3,1,1,0,0,0,0,0,0,3.5,1,1,93,-79.91406,-2.19817,16.5271577741583,0.296036264482842,1.4366146130431
"595",347,83,1,83,1,1.58745238095238,4,0,0,3,1,1,0,0,1,0,0,1,100,1,0,106,-79.91406,-2.19817,16.5271577741583,0.296036264482842,1.4366146130431
"596",30471,31,2,15.5,1,1,2,0,4.36,0,1,0.84,0.31,0.25,0.7,0,0.49,0.73,36000,1,0,2,-79.91934,-2.19131,9.06192692289411,0,0.200000002980232
"597",30419,26,3,8.66666666666667,1,3,7,0,0,3,1,0.79,0.41,0.42,0.77,0,0.53,0.35,0,0.92,0.556,3,-79.91934,-2.19131,9.06192692289411,0,0.200000002980232
"598",30702,2,1,2,1,1,4,0,0,3,1,0.769428571428571,0.45,0.43,0.84,0,0.5925,0.38,0,1,1,104,-79.91934,-2.19131,9.06192692289411,0,0.200000002980232
"599",30650,22,1,22,1,0,4,0,0,3,1,0.769428571428571,0.45,0.44,0.9,0,0.53,0.41,0,1,0,30,-79.91934,-2.19131,9.06192692289411,0,0.200000002980232
"600",30377,2,1,2,1,3,2,0,0,3,1,0.759428571428571,0.44,0.48,0.89,0,0.6025,0.51,0,1,0,30,-79.91934,-2.19131,9.06192692289411,0,0.200000002980232
"601",30415,4,1,4,0,5,2,0,0,3,1,0.759428571428571,0.44,0.45,0.85,0,0.6325,0.52,0,1,0,30,-79.91934,-2.19131,9.06192692289411,0,0.200000002980232
"602",30554,9,3,3,1,1,3,0,0,3,1,0.771428571428571,0.45,0.41,0.83,0,0.56,0.43,0,1,0,26,-79.91934,-2.19131,9.06192692289411,0,0.200000002980232
"603",30743,26,1,26,1,0,3,0,0,3,1,0.729428571428571,0.42,0.5,0.89,0,0.51,0.42,0,0,0,68,-79.91934,-2.19131,9.06192692289411,0,0.200000002980232
"604",30703,82,4,20.5,1,3,3,0,0,3,1,0.729428571428571,0.445,0.4,0.79,0,0.47,0.36,0,1,1,143,-79.91934,-2.19131,9.06192692289411,0,0.200000002980232
"605",30367,16,1,16,1,0,3,0,0,3,1,0.83,0.38,0.46,0.9,0,0.67,0.49,0,1,0,1,-79.91934,-2.19131,9.06192692289411,0,0.200000002980232
"606",30303,4,1,4,1,2,6,0,0,3,1,0.82,0.44,0.44,0.78,0,0.6125,0.43,0,1,1,7,-79.91934,-2.19131,9.06192692289411,0,0.200000002980232
"607",30243,9,2,4.5,1,3,4,0,0,3,1,0.8,0.405,0.41,0.83,0,0.58,0.43,0,1,1,13,-79.91934,-2.19131,9.06192692289411,0,0.200000002980232
"608",30295,2,1,2,1,4,12,0,0,3,1,0.769428571428571,0.5,0.44,0.85,0,0.5825,0.4,0,1,0,108,-79.91934,-2.19131,9.06192692289411,0,0.200000002980232
"609",30502,11,1,11,1,5,11,0,0,3,1,0.729428571428571,0.39,0.41,0.81,0,0.55,0.37,0,1,1,92,-79.91934,-2.19131,9.06192692289411,0,0.200000002980232
"610",30173,44,2,22,1,4,2,0,0,3,1,0.729428571428571,0.455,0.41,0.82,0,0.45,0.36,0,1,1,128,-79.91934,-2.19131,9.06192692289411,0,0.200000002980232
"611",30298,30,1,30,1,0,2,0,0,3,1,0.769428571428571,0.491666666666667,0.49,0.92,0,0.51,0.43,0,1,1,96,-79.91934,-2.19131,9.06192692289411,0,0.200000002980232
"612",30261,10,1,10,1,2,4,0,0,3,1,0.8,0.39,0.44,0.9,0,0.58,0.46,0,1,0,7,-79.91934,-2.19131,9.06192692289411,0,0.200000002980232
"613",30783,13,1,13,1,1.037,3.67,0,0,2.91,0.99,0.83,0.395,0.41,0.82,0,0.62,0.48,0,0.91,0.09,1,-79.91934,-2.19131,9.06192692289411,0,0.200000002980232
"614",30537,12,3,4,1,1,2,0,0,3,1,0.749428571428571,0.491666666666667,0.37,0.79,0,0.54,0.38,0,1,1,36,-79.91934,-2.19131,9.06192692289411,0,0.200000002980232
